NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,AVERAGE,WEIGHTED_AVERAGE
"GARDERMOEN, NO",7.0,15.0,12.0,10.0,7.0,7.0,7.0,10.0,3.0,4.0,8.2,8.201862503423719
"RENA AIRPORT, NO",0.0,0.0,3.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,2.1,2.127653471026965
"FLISA, NO",0,,,,0,,0,,,,0.0,0.0
"UTSIRA FYR, NO",3.0,0.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0082462891698736
"EKOFISK OIL PLTFRM, NO",10.0,7.0,8.0,5.0,11.0,3.0,3.0,5.0,5.0,5.0,6.2,6.201097393689986
"SLATTEROY FYR, NO",1.0,2.0,8.0,1.0,8.0,3.0,2.0,4.0,1.0,2.0,3.2,3.243430551544903
"KARMOY, NO",10.0,8.0,13.0,9.0,7.0,2.0,5.0,8.0,3.0,9.0,7.4,7.407111356119074
"OBRESTAD, NO",2,0,,,,,,,,,1.0,1.3479212253829322
"SOLA, NO",21.0,17.0,27.0,15.0,16.0,8.0,9.0,8.0,6.0,11.0,13.8,13.80306765269789
"NEDRE VATS, NO",0,,,0,0,0,0,0,,,0.0,0.0
"AUSTEVOLL, NO",0,,0,,,,,,,,0.0,0.0
"SAUDA, NO",2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.2,1.2008547008547008
"EIK HOVE, NO",1,0,0,0,0,0,0,,0,2,0.3333333333333333,1.0830564784053156
"LISTA FYR, NO",5.0,4.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0059121621621623
"LISTA, NO",1,3,2,1,6,1,,4,1,2,2.3333333333333335,2.4510489510489513
"BYGLANDSFJORD, NO",3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,1.0,2.9,2.9240756421112053
"OKSOY FYR, NO",3.0,6.0,6.0,2.0,8.0,1.0,2.0,3.0,1.0,9.0,4.1,4.100603070175438
"KJEVIK, NO",7.0,11.0,12.0,8.0,11.0,1.0,4.0,6.0,2.0,9.0,7.1,7.099972610243769
"TVEITSUND, NO",1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.6,0.7814645308924485
"TORUNGEN FYR, NO",1.0,5.0,4.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,3.4,3.4054353854686634
"LYNGOR FYR, NO",0.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,8.0,2.8,2.940041555357673
"NOTODDEN, NO",0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.8,0.8945224083295609
"LYNGDAL I NUMEDAL, NO",0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,1.2,1.8930957683741647
"SKIEN GEITERYGGEN, NO",4.0,1.0,4.0,3.0,5.0,5.0,0.0,7.0,6.0,5.0,4.0,4.033219497050605
"KONNERUD, NO",1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,2.0,1.7,1.7026655674635889
"SVENNER LH, NO",0,,,,,,,,,,0.0,0.0
"FERDER LH, NO",1.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,1.6,1.601095890410959
"TORP, NO",4.0,8.0,4.0,5.0,6.0,5.0,7.0,9.0,1.0,4.0,5.3,5.298536315934824
"OSEBERG, NO",0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.6408304498269897
"HAKADAL, NO",13,17,10,8,11,14,13,13,6,,11.666666666666666,11.816989381636477
"RYGGE, NO",10.0,13.0,16.0,12.0,7.0,5.0,10.0,15.0,4.0,3.0,9.5,9.503697617091207
"RITSEM, SW",1,0,0,0,1,3,0,2,0,,0.7777777777777778,0.8527865404837014
"KATTERJAKK, SW",1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.9,0.900604063701263
"TORNETRASK LAKE, SW",0,1,0,0,0,,,,,,0.2,0.2376237623762376
"KIRUNA, SW",1.0,13.0,5.0,4.0,1.0,2.0,3.0,6.0,0.0,3.0,3.8,3.855076495132128
"MALMBERGET, SW",1,,,,,,,,,,1.0,1.0
"NAIMAKKA, SW",2,6,1,4,2,0,,,,,2.5,2.5806758686339837
"LAINIO, SW",6,8,3,2,2,4,0,,,,3.5714285714285716,4.116531165311653
"PAJALA, SW",3.0,5.0,4.0,3.0,4.0,6.0,2.0,5.0,8.0,8.0,4.8,4.800274348422497
"HEMAVAN, SW",0.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,1.5,1.5348341953148767
"KLIMPFJALL, SW",0,4,3,2,2,3,,,,,2.3333333333333335,2.305383515959981
"SYLARNA, SW",0,0,1,1,0,1,,0,0,0,0.3333333333333333,0.3670360110803324
"KVIKKJOKK ARRENJARKA, SW",3.0,3.0,0.0,2.0,6.0,1.0,1.0,8.0,6.0,3.0,3.3,3.1889880952380953
"ARJEPLOG, SW",5.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.3,2.3062638580931263
"GUNNARN, SW",5.0,4.0,4.0,3.0,5.0,8.0,1.0,10.0,4.0,3.0,4.7,4.729021466406468
"JOKKMOKK, SW",10.0,9.0,3.0,1.0,5.0,4.0,5.0,5.0,7.0,0.0,4.9,5.076061997703789
"ABRAUR, SW",3,6,1,0,3,3,0,,,,2.2857142857142856,3.0116635972989565
"VIDSEL, SW",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.4,0.6124604012671595
"PALKEM, SW",10,6,4,5,4,7,0,,,,5.142857142857143,5.919626168224299
"KALLAX, SW",2.0,4.0,2.0,1.0,3.0,5.0,2.0,10.0,2.0,6.0,3.7,3.698356164383562
"HAPARANDA, SW",4.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,7.0,1.0,2.6,2.6245791245791246
"EDEVIK, SW",2,4,2,6,1,3,,,,,3.0,2.995250659630607
"STORLIEN STORVALLEN, SW",1.0,3.0,1.0,4.0,6.0,5.0,1.0,6.0,0.0,0.0,2.7,2.733724504051411
"GADDEDE, SW",1.0,2.0,3.0,3.0,2.0,2.0,0.0,8.0,4.0,0.0,2.5,2.51974592653963
"OSTERSUND, SW",2.0,3.0,7.0,2.0,3.0,3.0,5.0,11.0,3.0,1.0,4.0,4.001917282936182
"NORRAKER, SW",2,1,1,0,1,1,,,,,1.0,1.0516751845542305
"STROMSUND, SW",3,12,5,4,4,3,,,,,5.166666666666667,5.185768863419293
"KRANGEDE, SW",3.0,7.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,2.7,2.7831508515815084
"IDVATTNET, SW",4,4,3,4,5,4,0,,,,3.4285714285714284,3.965057471264368
"KRAMFORS SOLLEFTEA, SW",3.0,7.0,7.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,3.6,3.6669545192861257
"VUOGGATJALME, SW",0,1,2,0,3,0,,,,,1.0,1.033609100310238
"KRANGEDE AUTO, SW",1,4,2,0,1,2,,,,,1.6666666666666667,1.6554907677356656
"UMEA, SW",5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,4.2,4.197965356062689
"HOLMOGADD, SW",5.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,8.0,3.4,3.3975342465753426
"BJUROKLUBB LGT H, SW",2,1,7,2,0,3,4,8,,,3.375,3.2844036697247705
"RORBACKSNAS, SW",6,6,10,5,6,9,0,,,,6.0,6.940758293838862
"STORSJO KAPELL, SW",0,5,2,2,4,3,,,,,2.6666666666666665,2.673379174852652
"SARNA, SW",1.0,5.0,8.0,4.0,5.0,6.0,0.0,11.0,4.0,3.0,4.7,4.749053857350801
"SVEG, SW",3.0,5.0,4.0,7.0,8.0,1.0,5.0,11.0,5.0,3.0,5.2,5.197419000549149
"FREDRIKA, SW",5,10,6,7,5,6,,,,,6.5,6.517686424474188
"EDSBYN, SW",8.0,12.0,9.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,5.23099330032042
"FRANSTA, SW",0,8,6,3,7,1,0,,,,3.5714285714285716,4.166131252868288
"SUNDSVALL HARNOSAND, SW",7.0,7.0,7.0,1.0,5.0,7.0,4.0,13.0,5.0,8.0,6.4,6.3990687482881405
"SODERHAMN SWE AFB, SW",5,5,3,2,2,6,3,3,,,3.625,3.643864598025388
"OSTMARK, SW",13.0,12.0,13.0,12.0,11.0,11.0,11.0,13.0,7.0,6.0,10.9,10.908565133572019
"ARVIKA, SW",8,5,5,1,3,3,0,,,,3.5714285714285716,4.1430568499534015
"BLOMSKOG, SW",6.0,5.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,3.3,3.3292606516290726
"MALUNG, SW",2.0,3.0,9.0,5.0,6.0,6.0,6.0,10.0,2.0,3.0,5.2,5.195700110253584
"GUSTAVSFORS, SW",7,5,8,5,4,3,,,,,5.333333333333333,5.483366935483871
"KARLSTAD, SW",10.0,8.0,13.0,8.0,8.0,8.0,8.0,12.0,0.0,0.0,7.5,7.522240527182866
"ATORP, SW",8,6,4,5,7,2,0,,,,4.571428571428571,5.322955390334572
"FOLKARNA, SW",8,7,9,5,6,4,0,,,,5.571428571428571,6.512377393741242
"VASTERAS, SW",17.0,10.0,8.0,15.0,7.0,5.0,6.0,7.0,1.0,5.0,8.1,8.548773364485982
"UPPSALA, SW",4.0,10.0,2.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0,2.9,2.9055616740088106
"ARLANDA, SW",10.0,14.0,12.0,13.0,8.0,6.0,5.0,6.0,5.0,4.0,8.3,8.313239746765758
"BROMMA, SW",10.0,12.0,10.0,18.0,12.0,3.0,1.0,13.0,0.0,9.0,8.8,8.80054794520548
"SINGO ISLAND, SW",4,8,11,7,10,2,0,,,,6.0,6.948228882833788
"SVENSKA HOGARNA, SW",5.0,9.0,4.0,8.0,13.0,5.0,4.0,8.0,2.0,3.0,6.1,6.101945738558509
"MASESKAR LGT H, SW",4,4,2,4,6,7,,,,,4.5,4.435299714557564
"SAVE, SW",10.0,6.0,10.0,10.0,8.0,8.0,9.0,18.0,6.0,11.0,9.6,9.598682404611584
"NIDINGEN, SW",7.0,5.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,3.6,4.019656786271451
"SATENAS, SW",7.0,6.0,3.0,4.0,6.0,8.0,6.0,11.0,3.0,4.0,5.8,5.801041381200329
"MOLLA, SW",12,7,5,10,3,10,,,,,7.833333333333333,7.855151816824291
"LANDVETTER, SW",21.0,15.0,15.0,17.0,9.0,11.0,7.0,15.0,16.0,13.0,13.9,13.892650701899257
"NASHUVUD, SW",7,10,1,7,9,8,0,,,,6.0,7.022045028142589
"KARLSBORG, SW",7,4,2,3,,,,,,,4.0,4.008990318118949
"JONKOPING, SW",21.0,8.0,3.0,17.0,11.0,9.0,9.0,17.0,2.0,10.0,10.7,10.7
"NASSJO, SW",5,1,2,4,3,3,0,,,,2.5714285714285716,2.9670781893004117
"HAGSHULT, SW",10,3,3,14,4,6,,,0,0,5.0,5.421112804878049
"MALMEN, SW",8.0,7.0,2.0,8.0,4.0,1.0,2.0,12.0,1.0,4.0,4.9,4.8879096667584685
"MALEXANDER, SW",8,1,5,6,3,3,,,,,4.333333333333333,4.4148148148148145
"MALILLA, SW",9.0,6.0,7.0,11.0,6.0,4.0,1.0,11.0,6.0,4.0,6.5,6.530860780514808
"NORRKOPING BRAVALLA, SW",9,6,2,1,,,,,,,4.5,5.201978565539983
"KUNGSANGEN, SW",16.0,10.0,7.0,8.0,5.0,2.0,6.0,0.0,1.0,5.0,6.0,6.862738853503185
"GLADHAMMAR, SW",11,10,6,7,7,4,,,,,7.5,7.590994371482176
"LANDSORT LGT H, SW",6,2,7,6,7,2,0,,,,4.285714285714286,4.938065099457504
"GOTSKA SANDON, SW",1.0,5.0,6.0,9.0,7.0,5.0,6.0,6.0,1.0,5.0,5.1,5.102521929824562
"HARSTENA, SW",11.0,10.0,5.0,12.0,7.0,4.0,5.0,12.0,6.0,2.0,7.4,7.526735598227474
"FARO ISLAND, SW",3,5,4,4,4,2,0,,,,3.142857142857143,3.6220009053870528
"VISBY, SW",9.0,3.0,11.0,7.0,5.0,9.0,4.0,4.0,1.0,4.0,5.7,5.709190672153635
"OLANDS NORRA UDDE, SW",11.0,7.0,8.0,11.0,8.0,7.0,0.0,0.0,0.0,0.0,5.2,5.460951799877974
"KULLEN LGT H, SW",5,2,5,9,11,6,0,,,,5.428571428571429,6.282439248051353
"ANGELHOLM BARKAKRA, SW",9.0,10.0,11.0,11.0,12.0,10.0,0.0,10.0,6.0,6.0,8.5,8.500548245614034
"FALSTERBO, SW",12.0,14.0,9.0,12.0,8.0,9.0,7.0,18.0,13.0,12.0,11.4,11.397038661913902
"LJUNGBY, SW",9,2,3,,,,,,,,4.666666666666667,4.68426013195099
"OSBY, SW",13.0,5.0,4.0,7.0,8.0,7.0,4.0,12.0,4.0,3.0,6.7,6.827887981330222
"LJUNGBYHED SWE AFB, SW",7.0,3.0,4.0,5.0,11.0,11.0,2.0,5.0,0.0,1.0,4.9,5.291979949874687
"STURUP, SW",17.0,9.0,12.0,15.0,13.0,12.0,6.0,7.0,8.0,5.0,10.4,10.41701073492981
"VAXJO URASA SAFB, SW",7,7,0,7,8,5,,,,,5.666666666666667,5.72210953346856
"HANO ISLAND LGT H, SW",7,7,4,6,9,7,,,,,6.666666666666667,6.655669144981412
"RONNEBY, SW",4.0,10.0,4.0,11.0,7.0,9.0,12.0,16.0,6.0,10.0,8.9,8.899205697069297
"UNGSKAR, SW",10,2,3,4,7,5,,,,,5.166666666666667,5.1672760511883
"KALMAR, SW",6.0,5.0,9.0,5.0,13.0,9.0,4.0,7.0,2.0,1.0,6.1,5.593138286676489
"HOBURG, SW",4.0,3.0,4.0,3.0,4.0,6.0,4.0,5.0,2.0,7.0,4.2,4.1974225390732105
"ENONTEKIO KILPISJARVI, FI",0,0,,2,1,0,1,0,1,0,0.5555555555555556,0.586596689543803
"UTSJOKI KEVO, FI",2.0,0.0,1.0,5.0,6.0,2.0,4.0,9.0,1.0,3.0,3.3,3.2978606692265497
"IVALO, FI",5.0,3.0,3.0,2.0,6.0,4.0,1.0,6.0,1.0,4.0,3.5,3.4980800877674163
"MUONIO ALAMUONIO, FI",1.0,2.0,3.0,7.0,5.0,3.0,1.0,4.0,3.0,6.0,3.5,3.495745264891573
"SODANKYLA, FI",4.0,6.0,5.0,6.0,6.0,4.0,3.0,7.0,5.0,5.0,5.1,5.09945205479452
"PELLO CENTRE, FI",2.0,4.0,0.0,2.0,5.0,2.0,5.0,3.0,5.0,3.0,3.1,3.0803021824286514
"ROVANIEMI, FI",5.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,10.0,3.6,3.629774184555339
"SALLA, FI",1.0,5.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.7,2.688360091743119
"KEMI TORNIO, FI",5,4,7,1,2,1,,,2,3,3.125,3.4052208835341364
"PUDASJARVI, FI",5.0,4.0,7.0,1.0,3.0,4.0,4.0,11.0,0.0,0.0,3.9,4.090909090909091
"KUUSAMO, FI",8.0,10.0,10.0,3.0,4.0,8.0,4.0,7.0,4.0,5.0,6.3,6.320154824440144
"HAILUOTO ISLAND, FI",0,0,,0,1,0,0,1,1,1,0.4444444444444444,0.5341365461847389
