NAME,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,AVERAGE,WEIGHTED_AVERAGE
"KALUGA, RS",20,8,,14,21,15,16,16,15,14,15.444444444444445,15.882066276803119
"SUHINICHI, RS",20,5,,21,18,7,10,9,9,12,12.333333333333334,12.767787839586028
"TULA, RS",17,12,,13,21,11,12,1,,,12.428571428571429,13.941848906560637
"RJAZAN, RS",13,7,,20,18,15,20,24,17,19,17.0,17.59469941822883
"TEMNIKOV, RS",20,6,,15,21,17,30,0,,,15.571428571428571,18.50914483440435
"TORBEEVO, RS",18,7,,23,20,18,29,1,,,16.571428571428573,19.42602671944582
"SARANSK AIRPORT, RS",17,5,,8,11,16,18,1,,,10.857142857142858,12.731912784935579
"ULYANOVSK, RS",23,,,,,9,8,8,5,0,8.833333333333334,14.37125748502994
"CERN, RS",21,13,,21,19,14,18,1,,,15.285714285714286,17.298850574712645
"PAVELETS, RS",13,8,,18,17,19,13,27,19,18,16.88888888888889,17.414728682170544
"MORSANSK, RS",24,8,,16,21,14,13,0,,,13.714285714285714,16.011857707509883
"ZAMETCHINO, RS",11,8,,17,18,18,16,26,19,18,16.77777777777778,17.29983844911147
"OREL, RS",20,11,,21,16,19,14,24,17,21,18.11111111111111,18.531007751937985
"ELEC, RS",17,9,,24,17,19,9,22,23,21,17.88888888888889,18.39986953685584
"LIPETSK AIRPORT, RS",8,7,,14,13,15,14,0,,,10.142857142857142,11.716683119447186
"MICURINSK, RS",21,11,,19,17,15,15,0,,,14.0,16.06636726546906
"TAMBOV, RS",21,8,,19,16,20,14,21,18,20,17.444444444444443,17.999030067895248
"KIRSANOV, RS",9,9,,11,15,13,16,0,,,10.428571428571429,11.93928923988154
"PENZA, RS",21,9,,22,24,21,27,24,30,19,21.88888888888889,22.65644171779141
"KUZNECK, RS",17,,,,,0,1,4,1,0,3.8333333333333335,9.13655462184874
"SYZRAN, RS",18,,,,,3,4,6,2,2,5.833333333333333,10.249516441005802
"KIRS, RS",19,9,,13,17,16,19,23,11,14,15.666666666666666,16.06511780104712
"SEROV, RS",15,8,,13,18,19,18,15,9,9,13.777777777777779,14.139381985535831
"GARI, RS",7,4,,5,7,7,7,7,2,3,5.444444444444445,5.5404865044985
"LEUSI, RS",8,4,,8,14,14,11,11,18,11,11.0,11.476143468246134
"KONDINSKOJE, RS",14,2,,7,11,14,12,13,11,8,10.222222222222221,10.76524082182553
"DEM JANSKOE, RS",12,7,,11,22,17,22,13,13,17,14.88888888888889,15.404457554900032
"LIMKOYEVSKIYE, RS",11,7,,9,17,29,28,15,21,17,17.11111111111111,17.877695417789756
"TAYLAKOVY, RS",22,6,,3,,,,,,,10.333333333333334,13.507082152974505
"KUDYMKAR, RS",13,8,,18,22,17,15,19,12,12,15.11111111111111,15.52093476144109
"KIZEL, RS",19,11,,13,19,16,18,21,15,19,16.77777777777778,17.145209087915706
"VERHOTUR E, RS",18,7,,11,19,9,22,16,11,11,13.777777777777779,14.128532974427994
"UVAT, RS",10,9,,12,7,16,11,8,10,12,10.555555555555555,10.64398256788468
"GLAZOV, RS",10,10,,10,22,9,12,16,14,11,12.666666666666666,12.829434697855751
"VERESCAGINO, RS",10,10,,13,22,17,11,12,14,13,13.555555555555555,13.764285714285714
"BOLSHOYE SAVINO, RS",11,5,,12,27,17,24,15,23,17,16.77777777777778,17.496924571058596
"NIZHNYJ TAGIL, RS",23,5,,17,29,16,24,26,17,18,19.444444444444443,20.30549161460046
"TURINSK, RS",15,8,,8,12,11,20,18,19,16,14.11111111111111,14.499837398373984
"TOBOL SK, RS",11,6,,14,16,13,7,7,8,13,10.555555555555555,10.816786414108426
"VAGAY RIVER, RS",11,12,,8,13,19,22,14,18,23,15.555555555555555,15.825125628140704
"NOZOVKA, RS",17,4,,7,21,7,21,17,18,11,13.666666666666666,14.330023171135386
"OHANSK, RS",21,8,,13,20,25,22,14,15,18,17.333333333333332,17.901458670988657
"OSA, RS",14,8,,14,19,7,0,2,,,9.142857142857142,13.249830278343516
"SAMARY, RS",8,7,,8,22,12,22,21,18,12,14.444444444444445,14.996002664890073
"JARKOVO, RS",12,7,,11,19,17,15,15,16,14,14.0,14.430290872617853
"TYUMEN, RS",15,10,,15,21,14,13,22,25,14,16.555555555555557,16.951443569553806
"UST ISIM, RS",12,8,,17,16,26,21,18,29,17,18.22222222222222,18.817648974275482
"TEVRIZ, RS",22,13,,17,15,23,16,12,13,15,16.22222222222222,16.521472392638035
"VASISS IN OM, RS",17,9,,17,24,23,15,24,19,20,18.666666666666668,19.226955074875207
"IZHEVSK, RS",19,6,,13,25,20,20,27,15,8,17.0,17.65231466494011
"JANAUL, RS",21,9,,8,20,21,24,19,17,6,16.11111111111111,16.59611586570112
"CERNUSKA, RS",16,9,,8,17,16,18,25,16,16,15.666666666666666,16.16280608868299
"KRASNOUFIMSK, RS",17,8,,12,23,19,27,24,17,21,18.666666666666668,19.35016501650165
"KOLTSOVO, RS",12,11,,13,23,14,20,17,13,9,14.666666666666666,14.893816769180965
"KAMYSLOV, RS",9,4,,10,12,6,15,16,10,4,9.555555555555555,9.896494708994709
"JALTUROVOSK, RS",18,12,,13,17,14,16,20,16,10,15.11111111111111,15.284468299228447
"VAGAJ, RS",11,10,,12,14,13,14,21,16,10,13.444444444444445,13.661232474731008
"VIKULOVO, RS",13,11,,15,13,12,19,12,18,12,13.88888888888889,14.063012799474894
"BOL SIE UKI, RS",13,6,,19,16,17,17,15,12,15,14.444444444444445,14.903543307086615
"TARA, RS",20,9,,16,16,26,21,20,18,23,18.77777777777778,19.358020698576972
"KOLOSOVKA, RS",21,8,,12,9,15,15,14,17,14,13.88888888888889,14.269883527454242
"VJATSKIE POLJANY, RS",19,1,,5,12,15,21,0,,,10.428571428571429,12.550843127235565
"ELABUGA, RS",37,7,,4,15,33,26,24,19,11,19.555555555555557,21.444444444444443
"DUVAN, RS",18,10,,14,16,8,23,30,14,17,16.666666666666668,17.084824387011267
"VERHNIJ UFALEJ, RS",17,10,,8,21,13,15,11,19,11,13.88888888888889,14.19315159574468
"SADRINSK, RS",9,12,,12,11,15,13,15,22,12,13.444444444444445,13.557058047493404
"ISHIM, RS",15,8,,10,15,12,15,16,13,18,13.555555555555555,13.905431937172775
"TJUKALINSK, RS",18,7,,6,16,14,14,11,16,15,13.0,13.407603305785123
"NAZYVOEVSK, RS",14,7,,17,8,11,13,14,12,18,12.666666666666666,12.918297288019224
"BOL SHERECH E, RS",9,7,,8,14,9,23,14,10,13,11.88888888888889,12.219397993311036
"SARGATSKOE, RS",15,8,,6,15,13,12,12,16,15,12.444444444444445,12.76900393184797
"CISTOPOL, RS",11,,,,,3,7,7,4,1,5.5,7.874755381604697
"BAKALY, RS",16,16,,9,22,16,35,25,24,11,19.333333333333332,19.572402597402597
"BIRSK, RS",18,10,,15,15,10,20,15,16,13,14.666666666666666,14.945201037613488
"KROPACEVO, RS",26,10,,9,21,11,26,27,9,20,17.666666666666668,18.189477189477188
"BALANDINO, RS",8,6,,13,14,11,17,16,13,7,11.666666666666666,12.001945525291829
"SUMIHA, RS",7,8,,13,8,7,10,16,10,10,9.88888888888889,9.967087765957446
"KURGAN, RS",11,12,,16,18,5,20,17,21,9,14.333333333333334,14.47609756097561
"MAKUSINO, RS",7,4,,10,11,6,14,13,15,7,9.666666666666666,10.042911088225198
"ILINSKOYE IN TYUMEN, RS",12,2,,10,9,12,19,6,14,11,10.555555555555555,11.124824684431978
"PETROPAVLOVSK, KZ",11,6,,11,13,16,19,20,16,15,14.11111111111111,14.63878945655711
"ISIL KUL, RS",16,2,,13,11,7,15,10,11,17,11.333333333333334,11.868857901726427
"KALACINSK, RS",16,11,,8,10,10,10,14,11,12,11.333333333333334,11.384130146082338
"OMSK, RS",16,9,,19,15,18,17,22,20,20,17.333333333333332,17.824748947197925
"CULPANOVO, RS",22,,,,,3,10,14,6,0,9.166666666666666,15.185031185031185
"BUGUL MA, RS",21,9,,9,19,21,32,25,23,18,19.666666666666668,20.31415643180349
"UFA, RS",23,7,,7,20,15,32,19,14,15,16.88888888888889,17.512645914396888
"TROIZK, RS",5,9,,11,9,10,16,20,14,12,11.777777777777779,11.9526588845655
"ZVERINOGOLOVSKOE, RS",15,10,,10,19,9,21,14,19,9,14.0,14.283433133732535
"BLAGOVESHCHENKA, KZ",15,4,,12,15,10,23,23,9,11,13.555555555555555,14.149737876802098
"POLTAVKA, RS",23,13,,28,23,28,25,36,26,24,25.11111111111111,25.829839502129055
"SERBAKUL, RS",12,7,,13,7,7,16,16,19,11,12.0,12.302929427430094
"ODESSKOE, RS",15,8,,10,12,8,15,19,14,19,13.333333333333334,13.682529335071708
"CERLAK, RS",14,4,,12,11,12,21,16,18,28,15.11111111111111,15.831916285153696
"BUGURUSLAN, RS",24,,,,,2,2,6,2,2,6.333333333333333,13.061224489795919
"STERLITAMAK, RS",16,11,,12,15,8,23,21,6,12,13.777777777777779,13.99966239027684
"MAGNITOGORSK, RS",14,14,,14,14,5,20,28,13,9,14.555555555555555,14.593902043464158
"SARYKOL, KZ",14,6,,11,12,9,21,18,12,7,12.222222222222221,12.613948919449902
"KRASNOARMEJSK, KZ",8,4,,,,,,,,,6.0,6.6838235294117645
"VOLODARSKOE, KZ",9,1,,11,15,4,14,17,12,16,11.0,11.603205757278378
"KOKSHETAY, KZ",22,7,,18,14,12,22,16,6,17,14.88888888888889,15.352522639068564
"RUSSKAJA POLIANA, RS",11,8,,14,12,8,14,12,15,19,12.555555555555555,12.788531653960888
"KURUMOCH, RS",14,6,,8,19,11,24,17,22,21,15.777777777777779,16.371197411003237
"BUZULUK, RS",15,7,,16,26,17,23,16,21,17,17.555555555555557,18.185269305645683
"MELEUZ, RS",9,7,,10,13,6,11,17,14,11,10.88888888888889,11.137817342565118
"KOSTANAY, KZ",9,6,,11,14,9,15,21,10,8,11.444444444444445,11.776007802340702
"RUZAEVKA, KZ",13,8,,13,24,15,20,16,12,14,15.0,15.421276595744681
"BALKASINO, KZ",13,2,,14,15,12,16,14,8,17,12.333333333333334,12.933816266052025
"SUCINSK, KZ",15,3,,20,12,14,13,21,14,14,14.0,14.621266819822777
"NAPAS, RS",9,7,,22,21,10,28,15,13,19,16.0,16.493146214099216
"BEREZOVKA, RS",17,11,,23,21,14,26,22,13,18,18.333333333333332,18.724412056972508
"NAZIMOVO, RS",4,3,,1,0,,1,1,,,1.6666666666666667,2.610526315789474
"CHIRIMBA IN KRASNOY, RS",6,7,,14,16,8,17,17,14,14,12.555555555555555,12.82427475825275
"KATYLGA, RS",21,9,,17,21,17,20,7,6,12,14.444444444444445,14.777407530823059
"SREDNY VASJUGAN, RS",14,7,,21,16,15,17,10,10,16,14.0,14.35175879396985
"KARGASOK, RS",7,5,,14,10,9,18,9,10,15,10.777777777777779,11.103369316323192
"PARABEL, RS",10,7,,19,16,13,15,7,8,17,12.444444444444445,12.707666666666666
"STEPANOVKA, RS",16,1,,13,14,9,22,10,11,10,11.777777777777779,12.440610484406104
"KLIMINO IN KRASNOY, RS",1,1,,2,2,8,2,0,4,4,2.6666666666666665,2.9901563404748117
"NOVYJ VASYUGAN, RS",17,6,,11,18,15,15,14,11,13,13.333333333333334,13.78482668410726
"MAJSK, RS",19,5,,15,13,12,22,12,12,14,13.777777777777779,14.297666666666666
"STARICA, RS",10,3,,17,17,14,21,7,12,13,12.666666666666666,13.236078692897632
"KOLPASEVO, RS",13,3,,17,21,8,31,23,16,14,16.22222222222222,17.017135467183962
"PALOCKA, RS",14,3,,10,11,11,15,10,8,13,10.555555555555555,11.013653013653014
"BATURINO, RS",13,3,,12,9,7,26,7,13,14,11.555555555555555,12.070187630298818
"LOSINOBORSKOE, RS",9,3,,10,9,12,21,10,14,13,11.222222222222221,11.82721382289417
"JENISEJSK, RS",11,2,,13,15,15,13,18,18,20,13.88888888888889,14.600712435233161
"MAKOVSKOYE, RS",8,2,,2,2,4,9,4,2,8,4.555555555555555,4.691052631578947
"STRELKA, RS",9,7,,7,15,14,18,16,12,14,12.444444444444445,12.804674457429048
"MOTYGINO, RS",6,4,,6,3,7,6,9,4,2,5.222222222222222,5.376269956458636
"BOGUCANY, RS",9,2,,9,10,12,9,12,7,9,8.777777777777779,9.180847622128761
"GONDA, RS",8,9,,9,11,8,15,10,11,12,10.333333333333334,10.415805268422808
"PUDINO, RS",19,5,,15,15,16,20,13,11,17,14.555555555555555,15.125986842105263
"BAKCHAR, RS",17,5,,14,15,20,30,20,19,15,17.22222222222222,17.992493472584858
"MOLCHANOVO, RS",20,8,,21,10,12,25,17,14,18,16.11111111111111,16.55363091272485
"PERVOMAJSKOE, RS",15,2,,11,10,11,25,12,18,16,13.333333333333334,14.063523248199083
"TUTALO CULYM RIVER, RS",8,4,,10,12,11,17,10,12,19,11.444444444444445,11.912220309810671
"CHINDAT IN KRASNOY, RS",16,5,,15,18,12,24,11,21,18,15.555555555555555,16.18715536814791
"PIROVSKOE, RS",14,7,,11,13,7,9,10,9,16,10.666666666666666,10.868676716917923
"NOVOBIRILYUSSY, RS",13,2,,5,6,6,14,7,14,18,9.444444444444445,9.94326008527386
"TASEYEVO AND, RS",12,4,,6,8,16,16,12,10,12,10.666666666666666,11.103034344781594
"CHERVYANKA, RS",6,4,,8,9,5,7,8,9,3,6.555555555555555,6.721246271130262
"SEDELNIKOVO, RS",22,9,,20,15,17,20,17,13,19,16.88888888888889,17.339011356045425
"KYSTOVKA, RS",21,5,,16,20,22,19,16,19,18,17.333333333333332,18.088283557597638
"MUROMCEVO, RS",15,4,,8,13,14,13,19,12,20,13.11111111111111,13.677548301132578
"SEVERNOE, RS",21,4,,12,15,12,14,9,10,10,11.88888888888889,12.351687971156998
"TOMSK, RS",10,3,,13,13,13,22,7,17,15,12.555555555555555,13.12791450777202
"TJUHTET, RS",10,4,,14,12,14,15,10,18,13,12.222222222222221,12.688
"ACHINSK, RS",9,9,,10,13,11,24,9,14,13,12.444444444444445,12.68251329787234
"BOL SHAJA MURTA, RS",6,4,,10,11,12,16,11,14,15,11.0,11.411554690035702
"SUHOBUZIMSKOE, RS",10,8,,8,21,10,13,11,13,8,11.333333333333334,11.555962691538975
"DZERZHINSKOE, RS",9,6,,4,6,11,10,7,12,13,8.666666666666666,8.882197220383851
"DOLGIY MOST, RS",14,8,,13,14,14,17,12,9,9,12.222222222222221,12.493101182654403
"SITKINO, RS",0,,,,,,9,4,5,2,4.0,5.038227628149436
"KRESCHENKA, RS",13,5,,13,12,8,22,18,14,20,13.88888888888889,14.453798092732654
"KOZEVNIKOVO, RS",19,2,,21,15,17,26,5,18,21,16.0,16.84015984015984
"PIHTOVKA, RS",22,9,,16,17,16,27,18,26,25,19.555555555555557,20.25861503117821
"BOLOTNOE, RS",13,3,,14,13,9,24,7,15,13,12.333333333333334,12.889373114314449
"ANZERO SUDZENSK, RS",20,8,,19,15,15,23,11,21,15,16.333333333333332,16.84364492266308
"TAJGA, RS",28,9,,13,17,17,34,8,23,14,18.11111111111111,18.78975741239892
"BARZAS, RS",27,8,,21,16,25,31,9,20,22,19.88888888888889,20.664983164983166
"MARIINSK, RS",15,5,,8,9,7,18,12,15,16,11.666666666666666,12.090324763193506
"BOGOTOL, RS",15,5,,9,10,13,16,9,17,17,12.333333333333334,12.820335636722605
"TISUL, RS",18,3,,17,22,16,28,15,23,21,18.11111111111111,19.026315789473685
"KEMCHUG, RS",16,5,,9,11,13,20,13,19,23,14.333333333333334,14.98424162836507
"KRUTOYARSKIY, RS",18,4,,3,9,5,16,5,11,15,9.555555555555555,10.044692737430168
"KRASNOJARSK, RS",7,4,,14,13,10,10,10,21,17,11.777777777777779,12.237003551824346
"UJAR, RS",12,7,,9,7,14,12,10,15,18,11.555555555555555,11.868307283006319
"SHALINSKOE, RS",14,6,,6,8,13,15,13,16,14,11.666666666666666,12.055296469020654
"KANSK, RS",13,1,,8,7,11,13,10,12,15,10.0,10.569748448219537
"KLYUCHI IN KRASNOY, RS",6,1,,4,4,4,8,9,9,9,6.0,6.315242118947026
"IRBEJSKOE, RS",21,8,,9,8,10,18,16,19,16,13.88888888888889,14.265419947506562
"NOVOCUNSKOE, RS",5,2,,0,6,8,11,10,7,2,5.666666666666667,6.730071699704766
"TAJSHET, RS",8,4,,7,15,11,9,7,13,13,9.666666666666666,10.019149626744564
"CHANY, RS",16,6,,10,4,7,14,14,13,11,10.555555555555555,10.837445082798242
"TATARSK, RS",16,7,,16,6,10,16,11,11,11,11.555555555555555,11.795589203423305
"BARABINSK, RS",10,5,,15,12,9,17,9,19,7,11.444444444444445,11.820064724919094
"UBINSKOE, RS",8,4,,2,11,3,17,9,8,10,8.0,8.25989847715736
"CULYM, RS",15,4,,12,8,10,13,9,9,11,10.11111111111111,10.49123989218329
"KOCENEVO, RS",16,4,,8,12,7,19,8,8,14,10.666666666666666,11.112614135948597
"KOLYVAN, RS",16,5,,7,8,7,21,6,14,12,10.666666666666666,11.079959852793577
"TOLMACHEVO, RS",13,6,,13,20,11,33,13,12,16,15.222222222222221,15.788673139158576
"TOGUCHIN, RS",17,6,,13,13,13,23,9,14,13,13.444444444444445,13.946693657219972
"KEMEROVO, RS",13,5,,15,12,8,26,8,15,13,12.777777777777779,13.254679144385026
"KRAPIVINO, RS",19,10,,16,18,17,32,8,14,24,17.555555555555557,18.036229453203624
"UZUR, RS",17,7,,10,11,16,29,15,30,22,17.444444444444443,18.8050878477306
"CENTRAL NYJ RUDNIK, RS",22,9,,15,14,21,23,9,17,22,16.88888888888889,17.42615438843849
"SVETLOLYUBOVO, RS",9,4,,8,12,12,21,12,22,18,13.11111111111111,13.673992673992673
"KOLBA, RS",28,10,,7,7,16,28,16,18,25,17.22222222222222,17.790522875816993
"AGINSKOE, RS",23,15,,34,27,38,30,24,35,22,27.555555555555557,28.271811535337125
"NIZNE UDINSK, RS",19,5,,7,18,11,21,14,16,13,13.777777777777779,14.310823909531502
"LJUBIMOVKA, RS",17,11,,9,8,18,15,15,20,22,15.0,15.307977112083474
"CISTOOZERNOJE, RS",17,3,,8,11,10,22,8,19,12,12.222222222222221,12.892699490662139
"KUPINO, RS",8,5,,6,6,11,13,10,16,17,10.222222222222221,10.664965986394558
"ZDVINSK, RS",12,1,,10,10,14,9,6,11,7,8.88888888888889,9.38309292183831
"UZANIHA, RS",12,4,,12,11,8,23,8,14,8,11.11111111111111,11.556687033265444
"KOCHKI, RS",19,1,,11,16,13,19,12,10,11,12.444444444444445,13.175684931506849
"ORDYNSKOE, RS",22,3,,18,7,14,25,10,18,18,15.0,15.763157894736842
"POSEVNAJA, RS",16,6,,16,22,12,23,12,15,13,15.0,15.58296869740828
"MASLJANINO, RS",17,10,,16,13,14,22,13,15,21,15.666666666666666,16.015077023926583
"BELOVO, RS",23,3,,12,18,16,28,9,16,15,15.555555555555555,16.375791930643548
"SIRA, RS",7,3,,8,8,10,27,13,12,9,10.777777777777779,11.259159663865546
"KOMMUNAR, RS",18,11,,9,14,16,18,16,22,17,15.666666666666666,16.04327717211761
"IDRINSKOE, RS",9,3,,5,7,8,11,9,5,8,7.222222222222222,7.503939592908733
"ARTEMOVSK, RS",22,7,,18,16,19,24,17,19,23,18.333333333333332,18.982872200263504
"VERHNJAJA GUTARA, RS",12,5,,13,15,18,12,15,15,22,14.11111111111111,14.668511885379356
"BIRJUSA, RS",4,2,,,,,,,,,3.0,3.450980392156863
"ERTIS, KZ",11,3,,5,8,7,3,7,7,3,6.0,6.181907250163292
"KRASNOOZERSK, RS",18,3,,11,6,17,15,9,12,8,11.0,11.534883720930232
"KARASUK, RS",15,6,,10,11,13,9,11,16,8,11.0,11.3329945799458
"KAMEN NA OBI, RS",9,4,,10,5,9,13,10,4,8,8.0,8.309767759562842
"BAEVO, RS",22,6,,14,7,12,11,8,9,14,11.444444444444445,11.783546864463924
"TALMENKA, RS",21,14,,12,17,13,22,15,16,19,16.555555555555557,16.766224940536866
"SOROKINO, RS",12,4,,10,12,10,16,12,13,13,11.333333333333334,11.784320323014805
"SELABOLIHA, RS",16,4,,10,15,16,27,14,18,22,15.777777777777779,16.555592878736984
"BARNAUL, RS",16,4,,14,14,13,25,16,15,28,16.11111111111111,16.846727154893067
"NOVOKUZNETSK, RS",12,9,,12,13,17,34,14,19,22,16.88888888888889,17.37043028146231
"TOGUL, RS",20,8,,15,13,13,34,15,23,19,17.77777777777778,18.419095477386936
"KUZEDEEVO, RS",22,8,,18,20,16,25,18,20,19,18.444444444444443,19.07589880159787
"MEZDURECENSK, RS",18,8,,12,14,13,23,16,16,19,15.444444444444445,15.921744921744923
"NEOZIDANNIJ PRIISK, RS",20,12,,18,22,14,29,23,26,25,21.0,21.531851360318512
"UYBAT, RS",15,6,,11,12,13,28,14,18,20,15.222222222222221,15.823606129768503
"ABAKAN, RS",26,3,,9,15,18,20,12,29,27,17.666666666666668,18.541450777202073
"ERMAKOVSKOE, RS",17,7,,12,9,13,15,10,14,23,13.333333333333334,13.746889325474788
"KURAGINO, RS",12,5,,5,11,7,17,8,18,10,10.333333333333334,10.707308970099668
"KAZYR, RS",12,1,,6,17,10,25,10,28,24,14.777777777777779,16.13903192584964
"HADAMA, RS",18,7,,6,15,20,17,18,19,17,15.222222222222221,15.821720641151456
"ALYGDZER, RS",3,0,,1,6,21,12,14,12,13,9.11111111111111,11.450143619203939
"SLAVGOROD, RS",15,4,,21,11,15,17,9,13,13,13.11111111111111,13.670533642691415
"REBRIHA, RS",14,3,,9,13,9,21,18,14,15,12.88888888888889,13.475822699798522
"ZAVYALOVO IN ALTAY, RS",15,3,,7,2,4,14,9,12,7,8.11111111111111,8.456294296321296
"ALEJSKAJA, RS",11,5,,11,9,13,15,8,14,11,10.777777777777779,11.1239723775074
"BIJSK ZONAL NAYA, RS",8,4,,16,6,4,11,10,15,6,8.88888888888889,9.034387895460798
"KONDOMA, RS",8,2,,7,4,7,12,5,5,6,6.222222222222222,6.483560278977084
"UST KABIRZA, RS",9,4,,8,10,3,15,10,9,7,8.333333333333334,8.590333333333334
"TASTYP, RS",22,8,,14,15,10,18,12,14,22,15.0,15.41715210355987
"BEJA, RS",20,8,,8,11,16,18,10,12,16,13.222222222222221,13.589463220675944
"VERHNI AMIL, RS",30,2,,17,19,23,29,26,22,35,22.555555555555557,23.865384615384617
"OLEN YA RECHKA, RS",16,1,,12,22,12,17,6,7,3,10.666666666666666,11.368403584467309
"ORLIK MTN STN, RS",10,2,,8,8,9,8,9,8,15,8.555555555555555,8.952925792742727
"CEMDALSK, RS",6,4,,9,17,18,8,13,9,16,11.11111111111111,11.499004644990046
"IKA, RS",12,4,,9,13,13,17,13,9,10,11.11111111111111,11.545009784735813
"NEPA, RS",10,5,,6,14,13,14,9,4,0,8.333333333333334,8.772790055248619
"VITIM, RS",6,4,,7,13,13,12,13,11,5,9.333333333333334,9.63530175210902
"MACHA, RS",3,1,,4,6,9,7,6,4,14,6.0,7.012396694214876
"DZHIKIMDA, RS",9,3,,4,4,11,13,5,8,6,7.0,7.332865168539326
"KEZMA, RS",6,6,,4,13,7,6,5,7,8,6.888888888888889,6.938656280428432
"UST ILIMSK, RS",3,4,,8,10,12,8,9,12,5,7.888888888888889,8.156810631229236
"TOKMA, RS",8,6,,7,12,14,14,9,3,1,8.222222222222221,8.53982905982906
"ICHERA, RS",9,2,,5,11,13,13,3,12,9,8.555555555555555,8.986855077226421
"VORONCOVKA, RS",0,2,,0,1,8,2,0,4,3,2.2222222222222223,2.670875420875421
"MAMA, RS",2,1,,0,0,7,6,7,8,3,3.7777777777777777,4.76910435497124
"SVETLY, RS",3,4,,8,4,7,3,4,0,5,4.222222222222222,4.256024096385542
"TYANYA, RS",4,1,,0,,,0,,0,0,0.8333333333333334,3.086247086247086
"SUON TIT, RS",2,0,,3,0,1,3,1,,,1.4285714285714286,1.8736208625877633
"MAKSIMOVO, RS",1,0,,,,,,9,6,0,3.2,5.3732943469785575
"VERHNE MARKOVO, RS",0,,,,,,5,6,3,4,3.6,4.505446623093682
"KIRENSK, RS",14,5,,4,10,6,11,8,12,10,8.88888888888889,9.121564823795667
"GORNO CUJSKI, RS",0,0,,1,4,7,5,3,5,3,3.111111111111111,3.960883571099862
"BODAJBO, RS",8,4,,13,3,8,4,11,11,13,8.333333333333334,8.578074170461939
"MAMAKAN, RS",3,4,,0,2,9,11,8,10,7,6.0,7.12953795379538
"NICATKA, RS",3,1,,3,3,4,10,4,4,6,4.222222222222222,4.82877009995654
"BRATSK, RS",8,1,,0,0,0,0,0,17,13,4.333333333333333,4.555050341019812
"ILIMSK, RS",1,,,,,,,,,,1.0,1.0
"UST KUT, RS",10,8,,10,11,7,17,11,12,9,10.555555555555555,10.71797385620915
"ORLINGA, RS",17,7,,8,13,15,13,11,16,4,11.555555555555555,11.86570111915734
"KAZACHINSK, RS",10,5,,1,7,6,11,14,9,7,7.777777777777778,8.013580655846306
"CHARA, RS",17,4,,10,12,15,12,9,9,8,10.666666666666666,11.060038734667527
"BOLSAJA LEPRINDA, RS",0,0,,1,0,3,10,13,8,6,4.555555555555555,8.292394014962593
"KATUGINO, RS",5,6,,1,7,20,17,10,9,5,8.88888888888889,10.421165381319623
"CULMAN NERIUGRI, RS",14,11,,16,16,26,12,11,9,9,13.777777777777779,13.954205911010067
"TANGUJ, RS",18,9,,8,17,16,15,13,14,9,13.222222222222221,13.49439683586025
"GOLOVSKOE, RS",3,3,,1,5,16,16,8,20,11,9.222222222222221,11.266077170418006
"GOUJOKIT, RS",0,,,,,1,6,8,5,2,3.6666666666666665,4.583230579531443
"NIZHNEANGARSK, RS",3,4,,5,8,4,2,4,4,2,4.0,4.000323415265201
"TOMPA, RS",2,0,,0,2,4,3,4,7,4,2.888888888888889,3.558870326173429
"UAKIT, RS",13,6,,12,11,10,16,10,10,2,10.0,10.236910148674854
"TILISMA, RS",10,0,,1,10,21,19,16,10,5,10.222222222222221,12.529211087420043
"KALAKAN, RS",13,6,,29,24,38,28,14,13,7,19.11111111111111,19.880129240710826
"NAGORNYJ, RS",18,6,,9,8,18,7,15,16,13,12.222222222222221,12.592340149302174
"UST URKIMA, RS",7,4,,3,2,0,0,2,1,1,2.2222222222222223,2.7974842767295596
"SREDNAYAYA NYUKZHA, RS",12,0,,13,9,0,,,,,6.8,10.786948176583493
"TYNDA, RS",21,9,,14,10,17,7,17,7,10,12.444444444444445,12.655429497568882
"TULUN, RS",6,4,,3,9,15,13,12,13,17,10.222222222222221,10.670257917074764
"UST UDA, RS",6,4,,,4,4,4,6,12,7,5.875,6.1731601731601735
"ZHIGALOVO, RS",11,2,,4,12,9,11,8,16,5,8.666666666666666,9.062964158863416
"TIRKA, RS",10,6,,6,10,13,19,13,10,9,10.666666666666666,11.003992015968064
"DAVSA, RS",2,0,,0,1,3,2,1,1,2,1.3333333333333333,1.5810422650800164
"SOLNETHNAYA, RS",2,3,,1,8,7,2,2,5,5,3.888888888888889,3.965101108936725
"TASSA, RS",12,3,,3,4,10,9,4,7,3,6.111111111111111,6.35493519441675
"KURUMKAN, RS",4,1,,0,1,4,11,3,4,0,3.111111111111111,3.890085240017945
"KARAFTIT, RS",17,3,,17,8,11,16,5,7,6,10.0,10.447290640394089
"BAGDARIN, RS",23,4,,18,18,18,20,17,15,15,16.444444444444443,17.18296224588577
"TROICKIJ PRIISK, RS",0,0,,,,,,,,,0.0,0.0
"UST KARENGA, RS",3,2,,3,4,25,24,26,14,6,11.88888888888889,15.03375712406839
"BUGARIHTA, RS",9,1,,1,4,23,32,30,15,16,14.555555555555555,18.354852320675107
"URUSA, RS",15,3,,8,4,10,8,12,13,4,8.555555555555555,9.06285218899003
"TIGAN URKAN, RS",17,10,,6,4,18,3,5,2,3,7.555555555555555,9.25160163075131
"ZIMA, RS",6,5,,5,6,9,16,13,8,10,8.666666666666666,8.905966277561609
