NAME,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,AVERAGE,WEIGHTED_AVERAGE
"GANGNEUNG, KS",,,,,,,,,,,,,,,,,,,,,,,0,8,7,1,6,6,4,2,5,1,0,1,11,12,9,4,9,5,6,5.105263157894737,5.415438919582566
"WONJU AB, KS",,,,,,,,,,,,,,,,,,,,,,,10,11,7,2,0,1,3,1,0,0,5,10,14,7,15,9,24,8,13,7.368421052631579,7.7052877138413685
"SUWON, KS",,,,,,,,,,,,,,,,,,,,,,,12,6,13,9,0,4,7,4,14,10,5,5,10,14,16,13,21,16,9,9.894736842105264,9.79782641059997
"PYONGTAEK, KS",,,,,,,,,,,,,,,,,,,,,,,11,5,6,8,6,13,2,,,,,,3,7,6,11,11,8,2,7.071428571428571,7.303250738804274
"CHEONGJU, KS",,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,0.5,0.8289473684210527
"ANMYEONDO, KS",,,,,,,,,,,,,,,,,,,,,,,8,,,0,2,4,1,5,3,1,3,5,11,21,12,9,20,16,16,8.058823529411764,8.303261977573904
"KUNSAN, KS",,,,,,,,,,,,,,,,,,,,,,,8,10,9,9,7,11,11,16,15,8,6,8,8,18,5,16,19,11,15,11.052631578947368,11.125073746312685
"JEJU, KS",,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,,,,,,,,,,,,,,,,2.5,2.4968602825745685
"TANSONNHAT INTERNATIONAL, VM",,,,,,,,,,,,,,,,,,,,,,,12,27,41,28,37,36,82,58,75,77,77,72,69,72,55,55,39,53,64,54.1578947368421,57.17744218971213
"VUNGTAU PHARE, VM",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,2,8,8,11,7,5,3,0,0,,,,,3.3333333333333335,5.485374318294497
"BA XUYEN SOC TRANG, VM",,,,,,,,,,,,,,,,,,,,,,,1,4,31,28,0,1,50,65,50,42,40,28,62,60,73,70,56,51,50,40.10526315789474,50.58184580326623
"LUANG PHABANG INTERNATIONAL, LA",,,,,,,,,,,,,,,,,,,,,,,0,15,12,31,15,20,19,11,12,16,14,8,15,8,12,12,20,12,12,13.894736842105264,14.737671581087952
"PLAINE DES JARRES XIENGKHOUANG, LA",,,,,,,,,,,,,,,,,,,,,,,2,65,11,27,51,19,20,1,33,58,,,,,,,,,,28.7,33.34290780141844
"BATTAMBANG, CB",,,,,,,,,,,,,,,,,,,,,,,0,1,6,2,,4,16,24,41,13,4,1,9,20,4,,,,,10.357142857142858,18.99163679808841
"PURSAT, CB",,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,,,4,6,5,2,1,9,13,15,,,,,4.6923076923076925,8.267379679144385
"SVAY RIENG, CB",,,,,,,,,,,,,,,,,,,,,,,2,14,14,7,16,10,12,7,6,1,3,0,9,11,11,,,,,8.2,9.637628111273791
"SIDI SLIMANE, MO",,,,,,,,,,,,,,,,,,,,,,,3,8,9,5,12,6,10,11,11,10,12,16,4,,,,,,,9.0,9.573789571694599
"BEN GUERIR AIR BASE, MO",,,,,,,,,,,,,,,,,,,,,,,1,5,10,5,10,12,10,9,7,5,12,11,2,,,,,,,7.615384615384615,8.457156534226902
"INDIAN MOUNTAIN AFS, AK US",,,,,,,,,,,,,,,,,,,,,,,0,2,1,4,4,3,2,4,1,2,2,2,1,6,4,4,3,4,4,2.789473684210526,2.8805237315875614
"SPARREVOHN AFS, AK US",,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,1,4,2,3,0,2,1,4,6,0,2,3,8,3,2.210526315789474,2.352859990798957
"DEL RIO INTERNATIONAL AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,24,14,19,22,24,6,25,,,,,,10,37,16,19,13,20,22,19.357142857142858,19.214167012879102
"VANDENBERG AFB, CA US",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"TOOELE, UT US",,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,8.0,8.0
"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",,,,,,,,,,,,,,,,,,,,,,,10,18,31,24,27,39,20,19,19,16,0,10,24,15,,,,1,19,18.25,21.19614561027837
"ALERT, CA",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0
"RICHMOND MUNICIPAL, IN US",,,,,,,,,,,,,,,,,,,,,,,24,7,,,,,,,,,,,,,,,,,,15.5,19.345238095238095
"BOULHAUT, MO",,,,,,,,,,,,,,,,,,,,,,,0,7,,,,1,4,,,,,,,,,,,,,3.0,5.529652351738242
"THULE GREENLAND ORIGINAL SITE, GL",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"KADENA NORTHWEST, JA",,,,,,,,,,,,,,,,,,,,,,,6,28,14,2,,,,,,,,,,,,,,,,12.5,16.756
"SOKCHORI KOREA, KS",,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,1.5,1.8661971830985915
"KAJU DONG, KS",,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0
"HONGCHON KOREA, KS",,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,7.0,7.0
"SOCHEONG DO, KS",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,1.0
"SOKSA RI, KS",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"JUNMUJIN, KS",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"CHONAN KOREA, KS",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"P621 HELIPORT, KS",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,1.0
"R605, KS",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,1.0
"SEOUL MULLAEDONG, KS",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"YANGYANG KOREA, KS",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0
"ANTONIO MACEO INTERNATIONAL, CU",,,,,,,,,,,,,,,,,,,,,,,11,2,15,11,14,9,,,,,,,,,,,,,,10.333333333333334,10.277509393451423
"BELIZE LANDIVAR, BH",,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,0,1,,,,,,0.5,0.5033647375504711
"TELA, HO",,,,,,,,,,,,,,,,,,,,,,,3,12,9,3,,,,,,,15,42,39,47,41,59,41,29,,28.333333333333332,36.64959310674964
"ENRIQUE ADOLFO JIMENEZ, PM",,,,,,,,,,,,,,,,,,,,,,,24,33,26,19,,,,,,,,,,,,,,,,25.5,26.068571428571428
"PAMPULHA CARLOS DRUMMOND DE ANDRADE, BR",,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,0,0,0,1,4,1,0,3,0,0,2,0,2,0,0,0.9473684210526315,0.9507888261687654
"CAMPO GRANDE, BR",,,,,,,,,,,,,,,,,,,,,,,61,60,91,94,69,109,107,114,138,114,146,141,135,97,134,114,103,107,127,108.47368421052632,108.85691032849955
"VIRACOPOS, BR",,,,,,,,,,,,,,,,,,,,,,,31,29,66,71,61,107,86,104,113,114,0,0,0,0,0,0,0,0,0,41.1578947368421,41.19216876173963
"CAMPO DELIO JARDIM DE MATTOS, BR",,,,,,,,,,,,,,,,,,,,,,,32,20,26,19,12,19,28,25,18,27,,,,,,,,,,22.6,22.763765541740675
"LINATAKBC, PE",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0.0,0.0
MARCUS ISLAND,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,0.0,0.0
"KOSRAE, FM",,,,,,,,,,,,,,,,,,,,,,,2,0,,0,,,,0,,,,,,,,,,,,0.5,0.4382284382284382
"NAURU, NR",,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,1,,,,,,,,,,,,0.75,0.47496947496947495
"EYRE, AS",,,,,,,,,,,,,,,,,,,,,,,1,5,10,5,1,2,0,,,,,,,,,,,,,3.4285714285714284,4.223618090452261
"CAMP MERCURY, NV US",,,,,,,,,,,,,,,,,,,,,,,5,6,1,0,,,,,,,,,,,,,,,,3.0,4.421784472769409
"VANDALIA FAA AIRPORT, IL US",,,,,,,,,,,,,,,,,,,,,,,43,42,42,62,0,,,,,,,,,,,,,,,37.8,47.49052478134111
"COLLEGE STATION EASTERWOOD FIELD, TX US",,,,,,,,,,,,,,,,,,,,,,,26,41,54,41,0,,,,,,,,,,,,,,,32.4,42.9272
"FLIPPIN MARION CO REGIONAL AIRPORT, AR US",,,,,,,,,,,,,,,,,,,,,,,38,42,40,56,0,,,,,,,,,,,,,,,35.2,44.811865729898514
"HENRY E. ROHLSEN AIRPORT, VI US",,,,,,,,,,,,,,,,,,,,,,,51,34,36,13,20,13,8,19,16,21,1,,,,,,,,,21.09090909090909,21.814366424535915
"PONCE SANTA ISABEL, PR US",,,,,,,,,,,,,,,,,,,,,,,76,73,60,0,,,,,,,,,,,,,,,,52.25,63.71808510638298
"GOLD ROCK CREEK, BF",,,,,,,,,,,,,,,,,,,,,,,63,53,41,84,68,67,71,62,72,80,53,79,72,58,57,65,59,69,39,63.78947368421053,63.98077763215378
"SAN MARCOS GARY AFB, TX US",,,,,,,,,,,,,,,,,,,,,,,27,26,33,32,35,16,,,,,,,,,,,,,,28.166666666666668,29.102803738317757
"BEN GUERIR, MO",,,,,,,,,,,,,,,,,,,,,,,1,4,9,5,8,12,8,9,7,5,12,11,2,,,,,,,7.153846153846154,7.932982288176161
"MAXTON AAB, NC US",,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,17.0,17.0
"LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US",,,,,,,,,,,,,,,,,,,,,,,22,37,12,,,,,,,,,,,,,,,,,23.666666666666668,27.377229080932786
"LEXINGTON JIM KELLY FIELD, NE US",,,,,,,,,,,,,,,,,,,,,,,71,47,38,43,0,,,,,,,,,,,,,,,39.8,50.04103671706263
"PITUFFIK, GL",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"CHATEAUROUX, FR",,,,,,,,,,,,,,,,,,,,,,,2,16,12,3,17,9,10,19,13,21,10,14,19,18,21,16,,,,13.75,14.191322901849217
"BENTWATERS, UK",,,,,,,,,,,,,,,,,,,,,,,6,18,8,12,12,8,0,8,6,17,8,8,5,10,9,10,13,,,9.294117647058824,9.968910996624622
"STANTON, ENG UK",,,,,,,,,,,,,,,,,,,,,,,5,8,17,9,10,1,8,12,0,,,,,,,,,,,7.777777777777778,9.690931780366057
"SAIPAN MARSHALL ISLA, RM",,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,4.0,4.0
"KWANDAE RI TEAM 840, KS",,,,,,,,,,,,,,,,,,,,,,,0,4,6,6,0,0,0,0,0,0,0,0,2,4,3,1,4,,,1.7647058823529411,1.8025302530253025
"YONGIL MAN MAG 12, KS",,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,6,5,,,,,,,,,,,,,,3.0,3.4661473936488916
"NIIGATA, JA",,,,,,,,,,,,,,,,,,,,,,,11,19,25,13,12,8,2,,,,,,,,,,,,,12.857142857142858,13.767170626349891
"OPPAMA, JA",,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,5,0,3,5,2,0,,,,,,,,,,3.1,3.3320061255742726
"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",,,,,,,,,,,,,,,,,,,,,,,32,26,33,43,0,,,0,34,36,43,29,34,41,23,18,24,23,22,27.11764705882353,30.37536496350365
"DUBUQUE REGIONAL AIRPORT, IA US",,,,,,,,,,,,,,,,,,,,,,,46,19,43,37,29,38,30,29,37,38,34,32,22,28,24,18,15,21,22,29.57894736842105,29.496886314265026
"SODANKYLA, FI",,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,0,8,3,2,12,13,7,12,,,,,,,5.75,6.085463465014201
"KEMI TORNIO, FI",,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,1,7,3,1,13,6,2,4,,,,,,,4.0,4.231300027601435
"KAJAANI, FI",,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,6,3,5,9,19,12,6,,,,,,,5.416666666666667,6.142818206595803
"VAASA, FI",,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,4,4,1,1,9,7,6,4,,,,,,,3.8333333333333335,3.9328808446455503
"KUOPIO, FI",,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,0,3,1,4,10,18,8,9,,,,,,,5.454545454545454,7.47145003756574
"JYVASKYLA, FI",,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,1,8,1,7,8,9,2,6,,,,,,,4.583333333333333,4.749737670514166
"MARIEHAMN, FI",,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,1,2,0,1,2,3,5,10,,,,,,,2.5,3.6297591297591296
"TURKU, FI",,,,,,,,,,,,,,,,,,,,,,,,1,6,2,4,5,8,1,3,4,10,5,7,,,,,,,4.666666666666667,4.748603351955308
"HELSINKI VANTAA, FI",,,,,,,,,,,,,,,,,,,,,,,,2,3,7,1,4,8,7,5,10,9,8,13,,,,,,,6.416666666666667,6.553030303030303
"KOTKA RANKKI, FI",,,,,,,,,,,,,,,,,,,,,,,,5,3,1,,0,4,0,2,3,3,2,15,,,,,,,3.4545454545454546,4.508771929824562
"HANKO RUSSARO, FI",,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,0,1,7,9,4,4,,,,,,,2.6666666666666665,3.334769230769231
"FAIRFORD, UK",,,,,,,,,,,,,,,,,,,,,,,,6,7,8,1,0,7,14,13,9,4,7,6,2,,,,,,6.461538461538462,7.048619594429514
"WETHERSFIELD RAF, UK",,,,,,,,,,,,,,,,,,,,,,,,8,10,10,7,8,10,17,7,16,6,13,8,11,13,6,18,17,3,10.444444444444445,10.49379652605459
"STATION NORD, GL",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0.0,0.0
"RAMSPOL, NL",,,,,,,,,,,,,,,,,,,,,,,,12,14,9,9,11,12,13,12,,,,,,,,,,,11.5,11.488013002844372
"PARCHIM, GM",,,,,,,,,,,,,,,,,,,,,,,,13,13,14,15,10,11,10,7,11,,,,,,,,,,11.555555555555555,11.555082166768107
"TETEROW, GM",,,,,,,,,,,,,,,,,,,,,,,,10,10,6,6,8,10,11,11,11,,,,,,,,,,9.222222222222221,9.224558196221816
"BOIZENBURG AUT, GM",,,,,,,,,,,,,,,,,,,,,,,,14,16,9,17,11,13,14,13,11,,,,,,,,,,13.11111111111111,13.110772976262934
"NEUSTRELITZ, GQ",,,,,,,,,,,,,,,,,,,,,,,,6,7,7,10,8,9,7,7,7,,,,,,,,,,7.555555555555555,7.555048661800487
"ANGERMUENDE, GM",,,,,,,,,,,,,,,,,,,,,,,,8,10,9,11,10,10,19,8,16,,,,,,,,,,11.222222222222221,11.222323600973237
"POTSDAM, GQ",,,,,,,,,,,,,,,,,,,,,,,,14,12,12,19,14,13,19,11,10,,,,,,,,,,13.777777777777779,13.776965265082266
"WERNIGERODE AUT, GM",,,,,,,,,,,,,,,,,,,,,,,,10,15,11,14,9,12,11,11,7,,,,,,,,,,11.11111111111111,11.108404384896467
"WITTENBERG, GM",,,,,,,,,,,,,,,,,,,,,,,,16,15,14,22,13,14,14,18,10,,,,,,,,,,15.11111111111111,15.10813280536095
"COLOMBERG, GQ",,,,,,,,,,,,,,,,,,,,,,,,8,15,12,15,4,15,13,11,8,,,,,,,,,,11.222222222222221,11.215417428397318
"WAHNSDORF, GM",,,,,,,,,,,,,,,,,,,,,,,,14,16,18,18,7,9,11,9,14,,,,,,,,,,12.88888888888889,12.855399061032864
"COTTBUS, GM",,,,,,,,,,,,,,,,,,,,,,,,11,17,13,17,10,15,13,12,9,,,,,,,,,,13.0,12.996028108768714
"KALTENNORDHEIM AUT, GM",,,,,,,,,,,,,,,,,,,,,,,,8,13,9,17,7,9,14,14,11,16,9,14,21,27,27,24,19,30,16.055555555555557,15.990178023327195
"SONNEBERG NEUFANG, GM",,,,,,,,,,,,,,,,,,,,,,,,4,20,15,17,9,16,22,17,10,,,,,,,,,,14.444444444444445,14.44183922046285
"GERA LEUMNITZ, GM",,,,,,,,,,,,,,,,,,,,,,,,6,14,9,23,11,8,14,10,13,,,,,,,,,,12.0,12.0018281535649
"BITBURG US ARMY, GM",,,,,,,,,,,,,,,,,,,,,,,,17,14,8,20,14,14,14,17,15,16,13,12,12,18,15,22,9,15,14.722222222222221,14.714844361019866
"RAMSTEIN AB, GM",,,,,,,,,,,,,,,,,,,,,,,,22,28,13,21,17,19,28,18,22,10,17,24,20,18,23,24,12,17,19.61111111111111,19.607546002783362
"WIEN HOHE WARTE, AU",,,,,,,,,,,,,,,,,,,,,,,,3,7,4,13,4,0,,,,,0,11,8,8,14,21,12,18,8.785714285714286,10.6772100567721
"SCHWECHAT, AU",,,,,,,,,,,,,,,,,,,,,,,,4,2,0,,0,5,6,11,16,16,10,21,6,20,23,18,16,13,11.0,13.435908141962422
"INNSBRUCK, AU",,,,,,,,,,,,,,,,,,,,,,,,8,7,1,5,5,5,10,19,12,14,12,23,18,13,18,22,9,21,12.333333333333334,12.914593698175787
"KLAGENFURT CIV MIL, AU",,,,,,,,,,,,,,,,,,,,,,,,14,10,12,14,10,11,15,26,25,24,25,40,28,29,30,39,31,33,23.11111111111111,24.192637418053454
"GRAZ, AU",,,,,,,,,,,,,,,,,,,,,,,,13,12,8,7,16,2,12,27,22,17,22,35,25,34,49,49,35,29,23.0,25.14111836302699
"KOSTELNI MYSLOVA, EZ",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0.0,0.0
"VESELICE, EZ",,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1.0,1.0985915492957747
"BRNO SOKOLNICE, EZ",,,,,,,,,,,,,,,,,,,,,,,,5,5,9,25,8,5,0,,,,,,,,,,,,8.142857142857142,10.001866832607343
"PRADED MOUNTAIN, EZ",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,7,0,5,11,,,,,,,,,,3.111111111111111,6.286401925391095
"SLIAC, LO",,,,,,,,,,,,,,,,,,,,,,,,4,,2,4,9,8,2,5,29,23,17,52,,,,,,,14.090909090909092,21.778172138420587
"LOMNICKY STIT, LO",,,,,,,,,,,,,,,,,,,,,,,,0,1,0,4,7,5,0,5,18,,,,,,,,,,4.444444444444445,8.466731898238747
"KOSICE, LO",,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,14,12,11,30,34,19,24,30,,,,,,,16.25,18.993781462836836
"KOSZALIN, PL",,,,,,,,,,,,,,,,,,,,,,,,4,4,4,6,6,0,9,12,18,15,14,20,,,,,,,9.333333333333334,10.477947295423023
"KETRZYN, PL",,,,,,,,,,,,,,,,,,,,,,,,7,9,7,8,7,5,9,16,14,22,18,,,,,,,,11.090909090909092,11.413992483376699
"SUWALKI, PL",,,,,,,,,,,,,,,,,,,,,,,,2,2,2,5,3,3,,2,22,,,,,,,,,,5.125,5.925788497217068
"CHOJNICE, PL",,,,,,,,,,,,,,,,,,,,,,,,2,6,1,10,3,1,10,12,9,19,15,27,,,,,,,9.583333333333334,11.061004086398132
"MLAWA, PL",,,,,,,,,,,,,,,,,,,,,,,,4,4,5,9,4,5,8,14,7,18,11,22,,,,,,,9.25,9.859653725078699
"BIALYSTOK, PL",,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,13,7,7,17,21,21,19,28,,,,,,,13.083333333333334,13.791060025542784
"GORZOW WLKP, PL",,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,0,17,13,13,,,,,,,8.166666666666666,10.688986232790988
"SLUBICE, PL",,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,9,,,,,,,,,,,,,,5.0,6.209660842754368
"PLOCK, PL",,,,,,,,,,,,,,,,,,,,,,,,3,3,2,7,3,5,0,3,11,,,,,,,,,,4.111111111111111,4.927590511860175
"OKECIE, PL",,,,,,,,,,,,,,,,,,,,,,,,11,5,5,13,12,7,13,18,21,26,23,30,,,,,,,15.333333333333334,15.919740777666998
"BIALA PODLASKA, PL",,,,,,,,,,,,,,,,,,,,,,,,2,2,3,7,9,3,0,,,,,,,,,,,,3.7142857142857144,4.735746606334842
"KALISZ, PL",,,,,,,,,,,,,,,,,,,,,,,,6,7,3,4,4,2,,2,10,27,20,20,,,,,,,9.545454545454545,12.126540971718637
"WIELUN, PL",,,,,,,,,,,,,,,,,,,,,,,,0,4,3,13,2,,,,,,,,,,,,,,4.4,5.106910039113429
"SNIEZKA, PL",,,,,,,,,,,,,,,,,,,,,,,,8,6,3,5,2,1,1,16,15,22,17,28,,,,,,,10.333333333333334,12.063073394495413
"KLODZKO, PL",,,,,,,,,,,,,,,,,,,,,,,,0,2,7,9,7,7,0,6,18,,,,,,,,,,6.222222222222222,9.470679012345679
"KATOWICE, PL",,,,,,,,,,,,,,,,,,,,,,,,5,8,9,16,11,6,4,20,17,24,16,27,,,,,,,13.583333333333334,14.344979296066253
"KRAKOW, PL",,,,,,,,,,,,,,,,,,,,,,,,2,8,4,15,8,9,0,4,24,,,,,,,,,,8.222222222222221,10.15542521994135
"KASPROWY WIERCH, PL",,,,,,,,,,,,,,,,,,,,,,,,1,6,6,14,7,13,9,35,29,,,,,,,,,,13.333333333333334,16.700872242175475
"PRZEMYSL, PL",,,,,,,,,,,,,,,,,,,,,,,,7,13,11,12,10,10,7,26,25,25,26,29,,,,,,,16.75,17.844268774703558
"MISKOLC, HU",,,,,,,,,,,,,,,,,,,,,,,,1,3,8,11,10,,,0,6,0,,,,,,,,,4.875,7.069811320754717
"SZOMBATHELY AIRPORT VAS, HU",,,,,,,,,,,,,,,,,,,,,,,,7,7,6,15,11,,,1,10,0,,,,,,,,,7.125,8.86070686070686
"FERIHEGY, HU",,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,2.6666666666666665,2.727272727272727
"BUDAPEST MET CENTER, HU",,,,,,,,,,,,,,,,,,,,,,,,9,6,8,12,6,,,1,9,0,,,,,,,,,6.375,7.856820744081173
"SZOLNOK, HU",,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,0,0,,,,,,,,,1.8,2.314720812182741
"DEBRECEN, HU",,,,,,,,,,,,,,,,,,,,,,,,9,12,10,6,14,,,1,6,0,,,,,,,,,7.25,8.8708254568368
"KESZTHELY, HU",,,,,,,,,,,,,,,,,,,,,,,,1,4,2,0,1,,,,,,,,,,,,,,1.6,2.393103448275862
"PECS, HU",,,,,,,,,,,,,,,,,,,,,,,,2,7,9,8,3,,,,,,,,,,,,,,5.8,6.237378210806023
"SZEGED AUT, HU",,,,,,,,,,,,,,,,,,,,,,,,3,12,15,8,8,,,0,10,0,,,,,,,,,7.0,9.052631578947368
"LJUBLJANA BRNIK, SI",,,,,,,,,,,,,,,,,,,,,,,,17,14,12,19,18,5,10,38,39,25,21,,,,,,,,19.818181818181817,20.87409760323419
"PUNTIJARKA MOUNT, HR",,,,,,,,,,,,,,,,,,,,,,,,11,13,10,21,11,6,13,28,28,23,24,,,,,,,,17.09090909090909,17.841046277665995
"SLAVONSKI BROD, HR",,,,,,,,,,,,,,,,,,,,,,,,3,15,5,0,0,1,1,4,0,0,,,,,,,,,2.9,5.427489177489178
"BOGUS YUGOSLAVIAN, HR",,,,,,,,,,,,,,,,,,,,,,,,5,7,11,4,10,6,9,18,11,10,11,,,,,,,,9.272727272727273,9.897159647404505
"PULA, HR",,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,10,5,11,23,48,35,22,,,,,,,,16.181818181818183,19.424547283702214
ZADAR,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,7,10,5,7,19,26,15,18,,,,,,,,11.090909090909092,12.839986468200271
"BANJA LUKA, BK",,,,,,,,,,,,,,,,,,,,,,,,10,17,15,17,16,4,8,31,26,18,20,,,,,,,,16.545454545454547,18.253572615486874
"LOZNICA TUGOSLAVIA, RI",,,,,,,,,,,,,,,,,,,,,,,,9,14,,,,,0,0,2,35,34,,,,,,,,13.428571428571429,24.703177257525084
"SPLIT MARJAN, HR",,,,,,,,,,,,,,,,,,,,,,,,12,10,10,16,13,10,8,35,38,,,,,,,,,,16.88888888888889,18.083456425406204
"KRALJEVO, RI",,,,,,,,,,,,,,,,,,,,,,,,3,14,14,18,7,8,8,41,27,17,25,,,,,,,,16.545454545454547,17.996918335901388
"PODGORICA GOLUBOVCI, MJ",,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,1,1,1,1,39,34,30,,,,,,,,10.818181818181818,23.72826786864134
"PEC, RI",,,,,,,,,,,,,,,,,,,,,,,,5,8,5,1,1,0,0,1,,,,,,,,,,,2.625,5.240325865580448
"SXODJE, MK",,,,,,,,,,,,,,,,,,,,,,,,13,11,7,18,9,8,15,35,24,27,31,,,,,,,,18.0,19.321524263173565
"ULCINJ, MJ",,,,,,,,,,,,,,,,,,,,,,,,7,5,6,6,7,3,11,25,11,,,,,,,,,,9.0,10.274859765425804
"SATU MARE, RO",,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,4,3,10,21,23,14,14,22,17,22,29,25,,,13.0,16.080825829123654
"ORADEA, RO",,,,,,,,,,,,,,,,,,,,,,,,0,4,3,0,0,,,,,,,,18,18,20,15,,,8.666666666666666,15.51271437019515
"IASI, RO",,,,,,,,,,,,,,,,,,,,,,,,7,5,9,2,3,6,12,23,22,,,,,,1,5,,,8.636363636363637,10.527280663465735
"CLUJ NAPOCA, RO",,,,,,,,,,,,,,,,,,,,,,,,5,6,5,12,9,14,10,32,28,17,22,32,21,27,31,27,,,18.625,20.587359836901122
"BACAU, RO",,,,,,,,,,,,,,,,,,,,,,,,11,4,3,2,8,1,0,8,17,20,20,17,20,17,17,30,,,12.1875,15.12144522144522
"ARAD, RO",,,,,,,,,,,,,,,,,,,,,,,,4,6,14,10,11,10,11,32,25,21,19,32,32,27,34,16,,,19.0,21.179753820033955
"DEVA, RO",,,,,,,,,,,,,,,,,,,,,,,,2,6,0,0,0,,,,2,16,26,34,28,27,41,37,,,16.846153846153847,26.09066305818674
"TRAIAN VUIA, RO",,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,11,13,14,7,24,,,,,,3,6,,,7.545454545454546,10.917537108301264
"SIBIU, RO",,,,,,,,,,,,,,,,,,,,,,,,6,10,6,0,0,1,0,0,,,,,,,5,17,,,4.5,9.792025862068966
"VARFU OMU, RO",,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,0,7,2,24,24,19,30,32,14,18,14,24,,,13.625,18.64449011045466
"SULINA, RO",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,0,0,0,0,5,5,0,4,12,,,1.875,2.2837485172004746
"DROBETA TURNU SEVERIN, RO",,,,,,,,,,,,,,,,,,,,,,,,11,13,15,9,10,14,13,26,29,17,26,31,26,16,30,43,,,20.5625,21.77375296912114
