NAME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,AVERAGE,WEIGHTED_AVERAGE
"KAUTOKEINO II, NO",1.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.1,2.0974471589349437
"ALTA, NO",0.0,1.0,1.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,1.6,1.5969247666117519
"HAMMERFEST AIRPORT, NO",3.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.3,1.300384404173531
"FRUHOLMEN FYR, NO",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.20712250712250713
"BANAK, NO",1.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,1.3,1.299560680944536
"HOPEN ISLAND, NO",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.09997261024376883
"HONNINGSVAG VALAN, NO",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,0.27167277167277165
"MEHAMN, NO",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.10295893719806763
"RUSTEFJELBMA, NO",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22195121951219512
"SLETTNES FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.4,0.39950576606260296
"BERLEVAG, NO",0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.6,0.6044728434504792
"VADSO, NO",2.0,3.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,0.0,2.7,2.699281370923162
"BATSFJORD, NO",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09974424552429667
"HOYBUKTMOEN, NO",4.0,0.0,8.0,4.0,4.0,0.0,7.0,2.0,3.0,3.0,3.5,3.5566722501395867
"MAKKAUR FYR, NO",1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.43964978111319575
"SVARTNES, NO",2,13,5,5,3,,,,,,5.6,5.411214953271028
"VARDO, NO",1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.4,1.4096419509444602
"SKLINNA FYR, NO",0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.30110192837465566
"HEIDRUN, NO",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.603082851637765
"LEKA, NO",0,0,,,,,,,,,0.0,0.0
"ROST NOR AFB, NO",0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.39140730717185385
"YTTERHOLMEN FYR, NO",0,0,0,0,,,,,,,0.0,0.0
"BRONNOY, NO",1.0,4.0,2.0,4.0,7.0,2.0,1.0,4.0,3.0,1.0,2.9,2.911772891733927
"DAGALI, NO",1,0,1,0,,,,,,,0.5,0.6657458563535912
"MYKEN, NO",3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"STOKKA, NO",1.0,3.0,4.0,8.0,5.0,5.0,7.0,1.0,0.0,1.0,3.5,3.4977924944812364
"SOLVAER III, NO",0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9,1.072384219554031
"KJAERSTAD, NO",1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.9,1.8988391376451077
"MAJAVATN III, NO",0,,,,0,,,0,,,0.0,0.0
"TENNHOLMEN LGT H, NO",1,0,0,,,,,,,,0.3333333333333333,0.35952848722986247
"LEKNES, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RANA BASMOEN, NO",0,0,,,,,,0,,,0.0,0.0
"MOIRANA, NO",0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.8,0.7967367256637168
"BODO, NO",1.0,6.0,5.0,10.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,2.998904109589041
"LITLOY FYR, NO",0,0,0,0,,,,,,,0.0,0.0
"SKROVA FYR, NO",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.10344827586206896
"SVOLVAER HELLE, NO",1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5009730330831248
"STORKMARKNES SKAGEN, NO",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.298494983277592
"SORTLAND, NO",1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.8,0.7960674157303371
"EVENES, NO",0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.8,0.7983471074380165
"NARVIK III, NO",0,1,0,1,0,,,,,,0.4,0.40099833610648916
"SIHCCAJAVRI, NO",0,2,0,0,3,0,0,,,0,0.625,0.8031914893617021
"SVINOY LH, NO",1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9986308871851041
"ORSTA VOLDA HOVDEN, NO",3.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,5.0,2.0,2.6,2.598554350847929
"VIGRA, NO",3.0,4.0,3.0,2.0,4.0,7.0,8.0,3.0,12.0,10.0,5.6,5.6117679406103935
"ONA II, NO",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1920374707259953
"ARO, NO",2.0,3.0,5.0,2.0,2.0,2.0,5.0,1.0,6.0,4.0,3.2,3.197684036393714
"TAFJORD, NO",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1995914794280712
"KVERNBERGET, NO",0.0,2.0,1.0,4.0,3.0,7.0,6.0,2.0,10.0,3.0,3.8,3.8
"AALESUND, NO",1,0,1,,,,,,,0,0.5,0.48236415633937085
"INNERDALEN, NO",4,1,5,2,3,,,,,,3.0,2.9975339087546238
"SULA, NO",0,,,,0,0,0,0,0,0,0.0,0.0
"FOKSTUA II, NO",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.7,0.6916897506925208
"HALTEN FYR, NO",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19918817048419832
"ORLAND, NO",4.0,1.0,8.0,4.0,7.0,3.0,6.0,11.0,9.0,6.0,5.9,5.900054764512596
"OPPDAL SETER, NO",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.4,0.4118361153262519
"BERKAK LYNGHOLT, NO",0,0,4,1,0,0,,0,,,0.7142857142857143,0.9165659008464329
"NORDOYAN FYR, NO",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3031059345535219
"VAERNES, NO",3.0,7.0,3.0,8.0,5.0,5.0,11.0,5.0,4.0,4.0,5.5,5.4980832420591454
"SELBU STUBBE, NO",0,0,0,2,0,1,5,,,,1.1428571428571428,1.0738916256157636
"VERDAL REPPE, NO",3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,1.7,1.6871147637217494
"RORVIK RYUM, NO",4.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,2.5,2.5155963302752293
"ROROS, NO",1.0,3.0,1.0,1.0,0.0,3.0,5.0,2.0,12.0,7.0,3.5,4.426303410427283
"ROROS LUFTHAVN, NO",4,2,5,4,1,,,,,,3.2,3.2290470723306544
"NAMSOS AIRPORT, NO",2.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,2.4,2.389485585076314
"MERAKER UTSYN, NO",0,1,1,1,0,,,,,,0.6,0.7076923076923077
"YTTEROYANE FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FLORO, NO",12.0,3.0,2.0,6.0,5.0,3.0,9.0,5.0,11.0,9.0,6.5,6.510667775006927
"FLESLAND, NO",18.0,8.0,12.0,8.0,15.0,10.0,25.0,14.0,41.0,14.0,16.5,16.50711938663746
"BERGEN FLORIDA, NO",10.0,9.0,8.0,3.0,9.0,8.0,9.0,2.0,10.0,6.0,7.4,7.400109619073719
"SANDANE ANDA, NO",0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.6,0.6014044943820225
"MODALEN II, NO",1,2,1,1,0,,,,,,1.0,1.1960943856794142
"EIDFJORD BU, NO",0,0,0,0,0,0,,0,,,0.0,0.0
"SOGNDAL HAUKASEN, NO",4.0,2.0,1.0,1.0,2.0,2.0,5.0,0.0,4.0,0.0,2.1,2.0957058658433905
"LAERDAL IV, NO",0,0,0,0,,,,,0,0,0.0,0.0
"BRATA SLETTOM, NO",0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.40219224283305227
"FILEFJELL, NO",0,0,2,0,0,0,,,,,0.3333333333333333,0.3320022818026241
"FAGERNES, NO",2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,1.3,1.2940199335548173
"LEIRIN, NO",6.0,3.0,4.0,2.0,3.0,1.0,7.0,0.0,5.0,1.0,3.2,3.199801849405548
"NESBYEN SKOGLUND, NO",1,0,0,2,0,,,,,,0.6,0.6738955823293172
"VEST TORPA II, NO",5.0,1.0,2.0,4.0,5.0,4.0,6.0,2.0,5.0,4.0,3.8,3.830792227204783
"GULLFAX PLATFORM, NO",3.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,5.0,1.0,2.9,2.900355871886121
"VENABU, NO",0.0,4.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.4,1.4107464839523982
"GARDERMOEN, NO",14.0,15.0,15.0,12.0,13.0,9.0,20.0,12.0,18.0,18.0,14.6,14.60032849712565
"RENA AIRPORT, NO",4.0,3.0,6.0,5.0,2.0,2.0,2.0,1.0,4.0,0.0,2.9,2.8696770505858815
"EKOFISK, NO",4.0,6.0,3.0,2.0,4.0,4.0,4.0,3.0,7.0,1.0,3.8,3.8015350877192984
"UTSIRA FYR, NO",4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9960850111856824
"EKOFISK OIL PLTFRM, NO",10.0,5.0,4.0,8.0,10.0,8.0,9.0,5.0,7.0,6.0,7.2,7.2020810514786415
"SLATTEROY FYR, NO",5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0903597122302158
"KARMOY, NO",3.0,3.0,5.0,8.0,6.0,9.0,10.0,2.0,7.0,9.0,6.2,6.2006597031335895
"SOLA, NO",10.0,9.0,17.0,8.0,10.0,12.0,17.0,11.0,21.0,18.0,13.3,13.300301122365179
"SAUDA, NO",5.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.5,1.5530929540191862
"EIK HOVE, NO",2.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,0.0,7.0,2.7,2.7023973546431526
"LISTA FYR, NO",6.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.5,2.497057999439619
"LISTA, NO",1,1,2,2,4,1,4,1,,,2.0,2.1655011655011656
"SIRDAL TJORHOM, NO",0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.5910214168039539
"LINDESNES FYR, NO",5.0,3.0,3.0,4.0,3.0,1.0,5.0,0.0,5.0,0.0,2.9,2.869302746755207
"BYGLANDSFJORD, NO",1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,2.3,2.3139633286318757
"OYFJELL TROVATN, NO",0,,,,,,,,,,0.0,0.0
"OKSOY FYR, NO",8.0,6.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.8,2.797367699479024
"KJEVIK, NO",10.0,5.0,9.0,4.0,14.0,6.0,16.0,3.0,13.0,15.0,9.5,9.503833515881709
"TVEITSUND, NO",0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.7,0.7601510859301227
"TORUNGEN FYR, NO",6.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,3.0,8.0,2.7,2.7171689245230852
"LYNGOR FYR, NO",9.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.997250481165796
"NOTODDEN, NO",1.0,0.0,0.0,5.0,4.0,0.0,5.0,1.0,1.0,3.0,2.0,2.103399433427762
"LYNGDAL I NUMEDAL, NO",2,1,1,4,2,3,1,,,,2.0,2.033921302578019
"SKIEN GEITERYGGEN, NO",4,4,2,1,3,,,,,,2.8,2.8883899935856316
"KONNERUD, NO",3,2,0,,,,,,,,1.6666666666666667,1.8694758478931142
"FERDER LH, NO",4.0,6.0,4.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.1,2.0941988950276245
"TORP, NO",10.0,6.0,5.0,5.0,18.0,6.0,9.0,6.0,11.0,14.0,9.0,9.26754270696452
"OSEBERG, NO",0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,1.4,1.4011563876651982
"OSLO BLINDERN, NO",8.0,8.0,12.0,9.0,7.0,4.0,1.0,4.0,11.0,6.0,7.0,6.993406593406593
"RYGGE, NO",12.0,11.0,12.0,10.0,13.0,8.0,13.0,4.0,18.0,14.0,11.5,11.502738225629791
"KATTERJAKK, SW",1,0,1,2,0,3,1,1,0,,1.0,1.0165160486132752
"NIKKALUOKTA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KIRUNA, SW",2.0,2.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,3.5,3.497944642367772
"GALLIVARE, SW",2.0,2.0,3.0,5.0,2.0,9.0,1.0,2.0,3.0,4.0,3.3,3.299288061336254
"KARESUANDO, SW",3.0,4.0,2.0,5.0,3.0,8.0,3.0,2.0,5.0,0.0,3.5,3.505898491083676
"PAJALA, SW",5.0,4.0,6.0,2.0,7.0,5.0,8.0,2.0,0.0,0.0,3.9,3.9320388349514563
"HEMAVAN GIEREVARTO, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEMAVAN, SW",1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,1.9,1.915388983532084
"KVIKKJOKK ARRENJARKA, SW",5.0,4.0,7.0,7.0,1.0,6.0,7.0,4.0,2.0,0.0,4.3,4.304633945708802
"ARJEPLOG, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUNNARN, SW",3,8,5,13,4,6,6,2,3,,5.555555555555555,5.606399502951227
"JOKKMOKK, SW",0,,,,,,,,,,0.0,0.0
"VIDSEL, SW",0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.5,0.5004137931034482
"FALLFORS, SW",0,0,0,0,0,0,,,,,0.0,0.0
"PITE RONNSKAR, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OVERKALIX SVARTBYN, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KALLAX, SW",8.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,4.001369112814896
"RODKALLEN, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HAPARANDA, SW",4.0,3.0,5.0,9.0,1.0,4.0,1.0,3.0,5.0,0.0,3.5,3.5135361428970135
"STORLIEN STORVALLEN, SW",2.0,4.0,10.0,5.0,6.0,6.0,5.0,2.0,4.0,9.0,5.3,5.303620405924301
"SYLARNA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KORSVATTNET, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GADDEDE, SW",2,7,2,3,1,1,6,2,0,,2.6666666666666665,2.9272540983606556
"OSTERSUND, SW",6.0,8.0,5.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,3.2,3.199835751437175
"JUNSELE, SW",6.0,11.0,11.0,14.0,3.0,11.0,8.0,5.0,0.0,0.0,6.9,6.918732782369146
"VILHELMINA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LYCKSELE, SW",0.0,2.0,3.0,4.0,3.0,1.0,5.0,1.0,3.0,1.0,2.3,2.4499086226948
"KRANGEDE, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KRAMFORS SOLLEFTEA, SW",9.0,7.0,7.0,9.0,3.0,9.0,8.0,1.0,0.0,2.0,5.5,5.384451867597935
"ORNSKOLDSVIK, SW",5.0,2.0,4.0,9.0,4.0,7.0,5.0,1.0,1.0,2.0,4.0,3.994222833562586
"SKAGSUDDE, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VINDELN, SW",0,,,,,,,,,,0.0,0.0
"JARNASKLUBB, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"UMEA, SW",7.0,2.0,5.0,5.0,1.0,9.0,3.0,3.0,3.0,1.0,3.9,3.899808376676704
"HOLMOGADD, SW",6,2,2,0,0,0,0,0,0,,1.1111111111111112,1.5153526970954356
"SKELLEFTEA, SW",5.0,4.0,9.0,8.0,3.0,8.0,2.0,5.0,9.0,8.0,6.1,6.098599285910464
"IDRE FJALL, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TANNAS, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SVEG, SW",3.0,5.0,5.0,7.0,2.0,5.0,6.0,3.0,13.0,4.0,5.3,5.301923076923077
"EDSBYN, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KUGGOREN, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SUNDSVALL HARNOSAND, SW",9.0,7.0,15.0,20.0,7.0,7.0,7.0,3.0,3.0,5.0,8.3,8.301287318542865
"BRAMON, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LUNGO, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OSTMARK, SW",0,,,,,,,,,,0.0,0.0
"BLOMSKOG, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MALUNG, SW",7.0,2.0,7.0,11.0,5.0,6.0,9.0,6.0,7.0,8.0,6.8,6.800494641384996
"KARLSTAD SOL, SW",9,6,14,9,17,,,,,,11.0,11.007131102578168
"KARLSTAD, SW",0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,7.0,3.0,2.9,2.9024122807017543
"STALLDALEN, SW",0,,,,,,,,,,0.0,0.0
"OREBRO, SW",10.0,9.0,5.0,8.0,13.0,6.0,12.0,5.0,6.0,6.0,8.0,8.077044476327115
"BORLANGE, SW",6.0,2.0,9.0,6.0,5.0,2.0,4.0,1.0,0.0,3.0,3.8,3.7776548672566372
"ENKOPING, SW",0,0,,,0,,,,,,0.0,0.0
"VASTERAS, SW",7.0,6.0,9.0,8.0,15.0,7.0,10.0,4.0,12.0,9.0,8.7,8.701928374655648
"EGGEGRUND, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GAVLE SANDVIKEN AIR FORCE BASE, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FILM, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"UPPSALA, SW",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3018242122719735
"ARLANDA, SW",5.0,5.0,6.0,6.0,8.0,9.0,8.0,4.0,10.0,5.0,6.6,6.600875992335067
"BROMMA, SW",8.0,10.0,6.0,6.0,14.0,6.0,8.0,4.0,6.0,5.0,7.3,7.302739726027397
"FLODA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SKAVSTA, SW",5.0,12.0,10.0,11.0,21.0,15.0,12.0,8.0,8.0,9.0,11.1,11.09997261024377
"SKARPO A, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ORSKAR, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SVENSKA HOGARNA, SW",1.0,8.0,5.0,8.0,8.0,7.0,10.0,6.0,6.0,3.0,6.2,6.199397425362914
"ALMAGRUNDET, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NORDKOSTER, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MASESKAR, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TROLLHATTAN VANERSBORG, SW",9.0,4.0,9.0,9.0,13.0,5.0,6.0,2.0,6.0,4.0,6.7,6.738691718858734
"SAVE, SW",5.0,15.0,17.0,14.0,13.0,12.0,15.0,5.0,14.0,9.0,11.9,11.898411829134721
"GOTEBORG, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRUBADUREN, SW",0,0,0,0,0,0,0,0,,,0.0,0.0
"NIDINGEN, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SATENAS, SW",4.0,7.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,2.9,2.9026597203180695
"LANDVETTER, SW",8.0,13.0,12.0,9.0,16.0,8.0,13.0,3.0,12.0,10.0,10.4,10.400602409638553
"SKOVDE, SW",4.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,1.41372351160444
"RANGEDALA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"JONKOPING, SW",14.0,9.0,13.0,10.0,14.0,7.0,6.0,3.0,2.0,8.0,8.6,8.601149739939775
"HAGSHULT, SW",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09902164245478802
"MALMEN, SW",8.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,2.1,2.1017274472168905
"SAAB, SW",3.0,3.0,4.0,6.0,11.0,3.0,6.0,2.0,0.0,9.0,4.7,4.7252100840336135
"HULTSFRED, SW",1,0,2,0,1,1,0,,0,0,0.5555555555555556,0.41381536475145253
"MALILLA, SW",3,2,6,8,7,6,12,9,0,,5.888888888888889,6.510998307952622
"LANDSORT, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KUNGSANGEN, SW",11.0,11.0,10.0,11.0,12.0,5.0,13.0,7.0,10.0,8.0,9.8,9.815520574426953
"NORRKOPING, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OLANDS NORRA UDDE, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUSTAF DALEN, SW",0,0,0,0,0,0,0,0,0,,0.0,0.0
"GOTSKA SANDON, SW",3.0,2.0,3.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,2.2,2.577190790647867
"HARSTENA, SW",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.030827304183705568
"VISBY, SW",4.0,2.0,3.0,6.0,4.0,4.0,7.0,5.0,5.0,7.0,4.7,4.6996988776348205
"HALMSTAD, SW",5.0,6.0,10.0,7.0,7.0,10.0,4.0,5.0,5.0,4.0,6.3,6.297556958550645
"HALLANDS VADERO, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANGELHOLM BARKAKRA, SW",3,5,12,8,,,,,,,7.0,6.952823445318084
"HELSINGBORG, SW",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.10024718483932986
"FALSTERBO, SW",13.0,12.0,12.0,9.0,10.0,15.0,14.0,11.0,8.0,13.0,11.7,11.698986579019447
"TORUP, SW",8.0,8.0,10.0,11.0,8.0,8.0,13.0,3.0,0.0,0.0,6.9,6.934499028587289
"SKILLINGE, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HANO, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LJUNGBYHED SWE AFB, SW",0,0,,,,,,,,,0.0,0.0
"MALMO, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"STURUP, SW",11.0,8.0,12.0,9.0,7.0,12.0,11.0,7.0,5.0,13.0,9.5,9.498494388174104
"KRONOBERG, SW",3.0,10.0,15.0,11.0,10.0,5.0,6.0,3.0,3.0,8.0,7.4,7.396698762035763
