name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,min_lat,max_lat,min_long,max_long,Stations_in_Range,Thunder_Instances,Area_Thunder_Average,Landing_Thunder_above_Average
Mihonoseki,16635,Valid,L6,6380.0,Fell,1992.0,35.56833,133.22,"(35.56833, 133.22)",35.42376014714641,35.712899852853596,133.04226962035742,133.3977303796426,"[{'NAME': 'MATSUE, JA', 'LATITUDE': 35.45, 'LONGITUDE': 133.0666666}, {'NAME': 'SAKAI, JA', 'LATITUDE': 35.55, 'LONGITUDE': 133.2333333}, {'NAME': 'MIHO, JA', 'LATITUDE': 35.492222, 'LONGITUDE': 133.236389}, {'NAME': 'YONAGO, JA', 'LATITUDE': 35.4333333, 'LONGITUDE': 133.3333333}]",32,12.09608154938322,2.6454848100483983
