NAME,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,AVERAGE,WEIGHTED_AVERAGE
"ROGNSUNDET, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HASVIK, NO",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.5,0.5244431588082152
"SORKJOSEN, NO",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.7,0.6999177856947109
"KAUTOKEINO II, NO",0.0,0.0,1.0,5.0,5.0,1.0,4.0,1.0,3.0,2.0,2.2,2.198403962575674
"ALTA, NO",4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,1.5,1.4994523548740417
"HAMMERFEST AIRPORT, NO",0.0,1.0,0.0,4.0,2.0,0.0,3.0,4.0,2.0,2.0,1.8,1.7998357064622126
"FRUHOLMEN FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SUOLOVUOPMI LULIT, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BANAK, NO",6.0,5.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,2.3,2.289870985451551
"HOPEN ISLAND, NO",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4005479452054794
"KARASJOK, NO",1.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,2.0,1.4,1.397400442477876
"HONNINGSVAG VALAN, NO",0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.7,0.7063829787234043
"MEHAMN, NO",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.10226954328943681
"SLETTNES FYR, NO",1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.6,0.5992769744160178
"BERLEVAG, NO",0.0,3.0,2.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,1.7,1.7083567021873247
"BATSFJORD, NO",0.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.1,1.1024930747922437
"VADSO, NO",0.0,7.0,3.0,5.0,2.0,0.0,2.0,1.0,4.0,2.0,2.6,2.5991769547325103
"ROROS, NO",2.0,10.0,7.0,7.0,14.0,2.0,6.0,3.0,7.0,7.0,6.5,6.431191376172476
"GEITERYGGEN, NO",1,8,13,5,8,4,,,,,6.5,6.613154960981048
"SLEIPNER A OIL PLATFORM, NO",1.0,1.0,0.0,3.0,6.0,2.0,2.0,3.0,2.0,0.0,2.0,1.9997261024376882
"HOYBUKTMOEN, NO",4.0,10.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,5.0,3.5,3.4956043956043956
"MAKKAUR FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VARDO, NO",1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,2.00531914893617
"VARDO AIRPORT SVARTNES, NO",3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9,0.880998613037448
"SKLINNA FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEIDRUN, NO",0.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,4.0,1.6,1.599671412924425
"ROTVAER, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ROST NOR AFB, NO",2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0038610038610039
"BRONNOY, NO",2.0,6.0,2.0,6.0,6.0,3.0,5.0,2.0,6.0,3.0,4.1,4.100219659527732
"REIPA, NO",0.0,0.0,0.0,2.0,6.0,8.0,0.0,1.0,1.0,1.0,1.9,1.9008310249307478
"MYKEN, NO",1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8023064250411862
"STOKKA, NO",2.0,5.0,4.0,3.0,6.0,4.0,5.0,2.0,3.0,4.0,3.8,3.8014262205156335
"SOLVAER III, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KJAERSTAD, NO",1.0,4.0,0.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,2.2,2.199890320811626
"MAJAVATN V, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LEKNES, NO",1.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,3.0,1.7,1.7003858875413451
"DRAG AJLUOKTA, NO",0,0,0,0,0,0,0,0,0,,0.0,0.0
"HELLIGVAER II, NO",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1000822593912805
"HJARTASEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MOIRANA, NO",2.0,4.0,1.0,1.0,7.0,1.0,3.0,1.0,2.0,4.0,2.6,2.6002743484224964
"BODO, NO",2.0,6.0,4.0,7.0,9.0,8.0,6.0,1.0,2.0,2.0,4.7,4.700164293537788
"BO I VESTERALEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SETSA, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SKROVA FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.10118883052253248
"SVOLVAER HELLE, NO",1.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.6,1.599615806805708
"STORKMARKNES SKAGEN, NO",1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.2,1.1987373044194345
"SORTLAND, NO",3.0,9.0,5.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,3.009671179883946
"HARSTAD, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"EVENES, NO",2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.2,1.2002191180498494
"NARVIK III FRAMNES, NO",0,1,0,1,0,0,1,0,,,0.375,0.4127044503613541
"DIVIDALEN II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SIHCCAJAVRI, NO",0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32344213649851633
"KRAKENES, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SVINOY LH, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ORSTA VOLDA HOVDEN, NO",1.0,3.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,3.0,2.7,2.7013984096517687
"VIGRA, NO",5.0,14.0,13.0,6.0,10.0,9.0,11.0,10.0,4.0,4.0,8.6,8.601861993428258
"ONA II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REKDAL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ARO, NO",0.0,8.0,6.0,6.0,15.0,11.0,12.0,14.0,8.0,8.0,8.8,8.802739726027397
"TAFJORD, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MANNEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TAGDALEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KVERNBERGET, NO",2.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,7.0,4.3,4.299835706462212
"AALESUND, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VEIHOLMEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SULA, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BJORLI, NO",0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.6,0.5982954545454545
"VINJEORA II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DOMBAAS, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ORKDAL THAMSHAMN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FOKSTUA II, NO",1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.9,0.9131165919282511
"HJERKINN II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HALTEN FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ORLAND, NO",1.0,11.0,7.0,6.0,25.0,31.0,23.0,12.0,10.0,7.0,13.3,13.316497392259127
"AFJORD II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OPPDAL SETER, NO",5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.8,0.7518025513033832
"SOKNEDAL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KOTSOY, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRONDHEIM VOLL, NO",0.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.1,1.096774193548387
"BUHOLMRASA LH, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NORDOYAN FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TYNSET HANSMOEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VAERNES, NO",7.0,8.0,2.0,6.0,5.0,5.0,5.0,7.0,4.0,4.0,5.3,5.29972602739726
"SELBU, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"STEINKJER, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VERDAL REPPE, NO",2,1,1,3,2,0,1,1,2,,1.4444444444444444,1.439782190903267
"NAMSSKOGAN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RORVIK RYUM, NO",0.0,3.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,2.0,1.7,1.703611800385994
"SOLENDET, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NAMSOS AIRPORT, NO",1.0,6.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.9975281516067014
"GARTLAND, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MERAKER EGGE, NO",1.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,1.7,1.6985475472732254
"GULLFAKS C, NO",1.0,0.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,4.0,1.7,1.7013450452923415
"STATFJORD OIL PLATFORM HELIPORT, FO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"YTTEROYANE FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FEDJE, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FLORO, NO",1.0,18.0,9.0,12.0,8.0,10.0,5.0,4.0,3.0,5.0,7.5,7.5
"FLESLAND, NO",11.0,30.0,24.0,23.0,24.0,15.0,8.0,11.0,7.0,6.0,15.9,15.900054764512596
"EVANGER, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BERGEN FLORIDA, NO",3.0,5.0,7.0,10.0,11.0,4.0,2.0,5.0,4.0,4.0,5.5,5.500411296956402
"SANDANE ANDA, NO",0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,1.3,1.369044181345654
"STRYN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BRINGELAND, NO",3.0,8.0,1.0,5.0,8.0,6.0,3.0,0.0,0.0,5.0,3.9,3.8963247394404825
"MODALEN III, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KVAMSKOGEN JONSHOGDI, NO",0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.8,0.8037974683544303
"KVAMSOY, NO",0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.7,0.6979051819184123
"FJAERLAND BREMUSEET, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VOSSEVANGEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VANGSNES, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.3,0.2996983822319715
"FET I EIDFJORD, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MJOLFJELL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOGNDAL HAUKASEN, NO",0.0,6.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.001097393689986
"FINSEVATN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SANDHAUG, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LAERDAL IV, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GEILO OLDEBRATEN, NO",1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,3.0,1.3,1.300411522633745
"BRATA SLETTOM, NO",5.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,3.0,2.3,2.289759631215015
"GROTLI III, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FILEFJELL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BEITOSTOLEN II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOGNEFJELL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FAGERNES, NO",0.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,5.0,0.0,1.6,1.5764348785871964
"LEIRIN, NO",2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9363147466742145
"NESBYEN TODOKK, NO",1.0,1.0,1.0,3.0,8.0,0.0,4.0,1.0,3.0,3.0,2.5,2.718507462686567
"VEST TORPA II, NO",2,9,1,,0,0,0,0,0,0,1.3333333333333333,1.4162504162504161
"KVITFJELL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GULLFAX PLATFORM, NO",2.0,2.0,4.0,4.0,3.0,5.0,3.0,0.0,2.0,4.0,2.9,2.900328587075575
"GULSVIK II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LILLEHAMMER SAETHERENGEN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VENABU, NO",0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,4.0,1.0,1.7,1.698076923076923
"EVENSTAD DIH, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GARDERMOEN, NO",8.0,22.0,11.0,18.0,20.0,16.0,16.0,8.0,12.0,22.0,15.3,15.299014238773275
"HAMER, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HAMAR II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RENA AIRPORT, NO",2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7897350993377483
"FLISA II, NO",1.0,3.0,1.0,7.0,4.0,2.0,2.0,1.0,2.0,8.0,3.1,3.0817002484129175
"DREVSJO, NO",0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,5.0,3.0,1.8,1.8266219239373602
"TRYSIL VEGSTASJON, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"EKOFISK, NO",5.0,5.0,9.0,3.0,8.0,4.0,4.0,2.0,3.0,3.0,4.6,4.594832325453546
"UTSIRA FYR, NO",0.0,1.0,0.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,2.1,2.107919687674289
"EKOFISK OIL PLTFRM, NO",8.0,12.0,15.0,11.0,16.0,4.0,10.0,1.0,3.0,3.0,8.3,8.722479721900347
"SLATTEROY FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KARMOY, NO",1.0,4.0,9.0,7.0,9.0,4.0,6.0,9.0,3.0,7.0,5.9,5.900876232201534
"KVITSOY NORDBO, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OBRESTAD, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SOLA, NO",6.0,20.0,18.0,16.0,14.0,14.0,8.0,12.0,6.0,8.0,12.2,12.200438116100766
"STAVANGER VAALAND, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LIARVATN, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FISTER SIGMUNDSTAD, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAUDA, NO",0.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0,1.7,1.9672912035566847
"EIK HOVE, NO",0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,1.0,1.3,1.2493723849372385
"EIGEROYA, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LISTA FYR, NO",0.0,1.0,1.0,7.0,3.0,2.0,1.0,3.0,5.0,0.0,2.3,2.302261445118588
"MANDAL II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SIRDAL SINNES, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MIDTLAEGER, NO",0,0,0,0,0,0,,,,,0.0,0.0
"VAAGSLI, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LINDESNES FYR, NO",1.0,3.0,2.0,2.0,8.0,1.0,2.0,1.0,4.0,4.0,2.8,2.7891682785299805
"HOVDEN LUNDANE, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BYGLANDSFJORD, NO",1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4950549450549451
"HOYDALSMO II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OKSOY FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MOSSTRAND II, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KJEVIK, NO",10.0,12.0,5.0,5.0,16.0,4.0,3.0,5.0,5.0,6.0,7.1,7.096959737058341
"TVEITSUND, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TORUNGEN FYR, NO",1.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.162608695652174
"LYNGOR FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KONGSVINGER, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HONEFOSS HOYBY, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GVARV, NO",0,0,0,0,0,0,0,,,0,0.0,0.0
"NOTODDEN, NO",1.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.111413043478261
"VEGGLI II, NO",2.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1.0,0.0,1.9,1.9173392708043417
"KONGSBERG BRANNSTASJON, NO",0.0,2.0,3.0,2.0,5.0,1.0,2.0,0.0,1.0,3.0,1.9,1.9057331863285556
"JOMFRULAND FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KONNERUD, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SVENNER LH, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DRAMMEN BERSKOG, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MELSOM, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FERDER LH, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TORP, NO",7.0,14.0,13.0,10.0,16.0,8.0,5.0,6.0,5.0,3.0,8.7,8.290443942814147
"AURSKOG, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OSEBERG, NO",1.0,2.0,3.0,5.0,7.0,3.0,1.0,1.0,0.0,9.0,3.2,3.19934282584885
"ALNA, NO",0,0,0,0,0,0,,,,,0.0,0.0
"HAKADAL, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"STATFJORD B OIL PLATFORM, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRYVANNSHOGDA, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OSLO BLINDERN, NO",3.0,0.0,7.0,10.0,16.0,7.0,11.0,1.0,4.0,4.0,6.3,6.3021090112298
"RYGGE, NO",10.0,18.0,10.0,8.0,8.0,8.0,4.0,3.0,1.0,4.0,7.4,7.400712133662011
"STROMTANGEN FYR, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LJUNGBYHED, SW",1.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,1.9,1.8978430197723188
"RITSEM, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KATTERJAKK A, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KATTERJAKK, SW",1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.7,0.7608366171567141
"STORA SJOFALLET, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TARFALA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RENSJON, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NIKKALUOKTA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LATNIVAARA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KIRUNA, SW",4.0,3.0,1.0,7.0,4.0,0.0,5.0,1.0,2.0,2.0,2.9,2.900301287318543
"GALLIVARE, SW",3.0,5.0,1.0,2.0,10.0,0.0,6.0,2.0,3.0,1.0,3.3,3.300191728293618
"NEDRE SOPPERO, SW",0,0,0,0,0,0,0,,,,0.0,0.0
"NAIMAKKA, SW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
