NAME,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,AVERAGE,WEIGHTED_AVERAGE
"MATVEEV KURGAN, RS",1,0,,,,,,,,,0.5,0.46511627906976744
"SAHTY, RS",0.0,5.0,2.0,0.0,0.0,2.0,3.0,18.0,15.0,16.0,6.1,12.597200622083982
"KONSTANTINOVSK, RS",0,0,0,,,,,,,,0.0,0.0
"CIMLJANSK, RS",7.0,17.0,3.0,0.0,1.0,1.0,0.0,11.0,13.0,16.0,6.9,11.398589065255733
"KOTEL NIKOVO, RS",15.0,8.0,7.0,15.0,9.0,11.0,10.0,7.0,12.0,12.0,10.6,10.595803423522916
"MALYE DERBETY, RS",3.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,12.0,15.0,4.4,8.730337078651685
"KHARABALI, RS",0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,13.0,2.8,6.271251931993818
"NOVYJ USHTOGAN, KZ",2.0,14.0,8.0,6.0,10.0,4.0,2.0,7.0,8.0,10.0,7.1,7.099178082191781
"MELITOPOL, UP",9,21,2,0,8,0,0,0,,,5.0,12.25260718424102
"BOTIEVE, UP",6,11,0,0,10,0,0,0,,,3.375,8.433598183881953
"MARIUPOL, UP",9.0,5.0,4.0,4.0,5.0,7.0,3.0,4.0,9.0,14.0,6.4,6.400934322616103
"BERDYANSK, UP",10,14,1,0,6,0,0,0,,,3.875,9.634902411021814
"DOLZHANKA, RS",11.0,9.0,2.0,0.0,1.0,3.0,0.0,0.0,6.0,9.0,4.1,7.383882783882784
"TAGANROG, RS",9.0,13.0,5.0,0.0,1.0,0.0,3.0,10.0,10.0,2.0,5.3,7.6335209505941215
"AZOV, RS",0,0,1,,0,0,0,2,0,0,0.3333333333333333,0.5097493036211699
"MARGARITOVKA, RS",2,0,,,,,,,,,1.0,1.0721649484536082
"EJSK, RS",6.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.5,2.799122807017544
"ROSTOV NA DONU, RS",23.0,18.0,20.0,27.0,22.0,14.0,16.0,17.0,29.0,22.0,20.8,20.80317547221462
"VESELIY, RS",3,5,,,,,,,,,4.0,3.8645833333333335
"ZERNOGRAD, RS",0,2,,,,,,,,,1.0,0.8392857142857143
"KUSCEVSKAJA, RS",4.0,5.0,3.0,0.0,0.0,2.0,4.0,9.0,11.0,18.0,5.6,9.6647440519106
"ZIMOVNIKI, RS",2.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,11.0,9.0,3.7,7.648969889064976
"CELINA, RS",10.0,15.0,16.0,14.0,17.0,21.0,13.0,12.0,20.0,19.0,15.7,15.892816091954023
"PROLETARSKAYA, RS",1.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,7.0,2.5,3.6477146042363433
"ZAVETNOE, RS",1.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,18.0,4.6,10.26634768740032
"REMONTNOE, RS",16.0,21.0,19.0,22.0,14.0,24.0,23.0,17.0,21.0,26.0,20.3,20.295230263157894
"YUSTA, RS",2,2,1,,0,0,2,5,2,6,2.2222222222222223,3.618307426597582
"DOSANG, RS",0,0,0,,0,0,0,3,0,3,0.6666666666666666,1.7377049180327868
"GANJUSHKINO, KZ",4.0,20.0,0.0,0.0,0.0,3.0,2.0,4.0,15.0,12.0,6.0,7.686979560938683
"PRIMORSKO AHTARSK, RS",22.0,14.0,16.0,14.0,9.0,9.0,15.0,12.0,17.0,21.0,14.9,14.901815181518153
"KANEVSKAJA, RS",2.0,1.0,3.0,0.0,0.0,3.0,3.0,10.0,12.0,23.0,5.7,10.737573099415204
"TIHORECK, RS",22.0,33.0,18.0,27.0,30.0,24.0,19.0,14.0,18.0,15.0,22.0,22.00657894736842
"GORODOVIKOVSK, RS",1.0,4.0,0.0,0.0,0.0,1.0,0.0,9.0,17.0,13.0,4.5,9.202876608629825
"DIVNOE, RS",11.0,15.0,8.0,7.0,13.0,4.0,6.0,14.0,14.0,9.0,10.1,10.101040525739322
"ELISTA, RS",1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,11.0,11.0,3.2,6.964521452145214
"YASHKUL, RS",6.0,16.0,7.0,6.0,5.0,3.0,5.0,3.0,6.0,11.0,6.8,6.797740424359327
"ADYK, RS",0,1,0,,,,,,,,0.3333333333333333,0.37575757575757573
"ASTRAHAN, RS",3.0,11.0,4.0,7.0,4.0,7.0,5.0,3.0,10.0,6.0,6.0,6.002469813391877
"KUBANSKAYA TEMRYUK, RS",11.0,17.0,4.0,0.0,1.0,3.0,0.0,4.0,4.0,9.0,5.3,7.9994435169727325
"TIMASEVSKAJA, RS",10.0,17.0,5.0,0.0,1.0,1.0,1.0,8.0,14.0,22.0,7.9,12.126321353065538
"SLAVJANSK NA KUBANI, RS",6.0,3.0,4.0,0.0,0.0,2.0,3.0,11.0,13.0,15.0,5.7,9.874157303370787
"KRASNODAR, RS",19.0,22.0,17.0,14.0,22.0,17.0,20.0,11.0,20.0,27.0,18.9,18.9016707751301
"KROPOTKIN, RS",13.0,14.0,4.0,0.0,1.0,3.0,1.0,8.0,8.0,16.0,6.8,10.276379217996785
"UST LABINSK, RS",11,7,0,,0,,,,,,4.5,8.923766816143498
"SHPAKOVSKOYE, RS",14.0,26.0,2.0,0.0,0.0,0.0,0.0,20.0,18.0,18.0,9.8,16.252291105121294
"SVETLOGRAD, RS",8.0,21.0,4.0,0.0,4.0,13.0,11.0,10.0,11.0,16.0,9.8,11.831031976744185
"BLAGODARNYJ, RS",0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,9.0,7.0,3.0,6.3106575963718825
"ARZGIR, RS",4.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,18.0,4.9,9.561683599419448
"KOMSOMOL SKIJ, RS",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.12340425531914893
"NARYN HUDUK, RS",0,1,0,,0,0,0,1,2,,0.5,0.7724425887265136
"ZILAIR, RS",16.0,17.0,15.0,15.0,12.0,9.0,17.0,21.0,23.0,23.0,16.8,16.928693667997717
"AK JAR, RS",14.0,23.0,9.0,20.0,10.0,12.0,14.0,24.0,13.0,24.0,16.3,16.384156729131174
"ZABELOVKA, KZ",10.0,20.0,2.0,3.0,1.0,2.0,5.0,10.0,16.0,8.0,7.7,9.239910313901346
"KUSMURUN, KZ",7.0,13.0,2.0,4.0,0.0,3.0,8.0,12.0,13.0,9.0,7.1,8.12612288896874
"ESIL, KZ",13.0,16.0,5.0,3.0,5.0,8.0,9.0,15.0,16.0,11.0,10.1,10.711895345299665
"ATBASAR, KZ",19.0,18.0,14.0,18.0,11.0,14.0,12.0,22.0,23.0,17.0,16.8,16.7992277992278
"AKKOL, KZ",12.0,11.0,5.0,1.0,3.0,1.0,7.0,8.0,2.0,4.0,5.4,5.618322888689943
"KAMEMKA, KZ",0,4,,,,0,,,,,1.3333333333333333,2.706766917293233
"URALSK, KZ",16.0,13.0,17.0,21.0,18.0,15.0,17.0,14.0,13.0,29.0,17.3,17.29989035087719
"CINGIRLAU, KZ",1,3,,,,0,,,,,1.3333333333333333,2.4049586776859506
"ORENBURG, RS",18.0,24.0,15.0,19.0,16.0,15.0,15.0,15.0,20.0,25.0,18.2,18.18820301783265
"ADAMOVKA, RS",19,20,12,15,9,12,21,9,4,,13.444444444444445,13.973572593800979
"NAURZUMSKIY, KZ",2,0,,,,,,,,,1.0,1.8211382113821137
"ARALKOL, KZ",13.0,13.0,0.0,1.0,0.0,1.0,2.0,6.0,9.0,6.0,5.1,6.364800585437249
"KAZGORODOK, KZ",28.0,27.0,3.0,3.0,2.0,6.0,3.0,5.0,18.0,7.0,10.2,13.165267450227873
"ZHALTYR, KZ",9.0,14.0,5.0,4.0,7.0,8.0,12.0,10.0,9.0,11.0,8.9,9.238890545779899
"ASTANA INTERNATIONAL, KZ",7.0,12.0,15.0,12.0,10.0,12.0,12.0,21.0,23.0,12.0,13.6,13.595727198027937
"JERMENTAU, KZ",17.0,14.0,1.0,0.0,0.0,1.0,9.0,9.0,9.0,6.0,6.6,8.095668549905838
"DZHAMBEJTY, KZ",9.0,17.0,8.0,15.0,12.0,11.0,9.0,10.0,17.0,20.0,12.8,12.808399670601153
"MARTUK, KZ",1,6,,,,,,,,,3.5,4.478260869565218
"AKTYUBINSK, KZ",15.0,29.0,10.0,19.0,12.0,17.0,17.0,20.0,24.0,24.0,18.7,18.69961664841183
"KOS ISTEK, KZ",0,8,,,,0,,,,,2.6666666666666665,5.62962962962963
"SHUMEKTY, KZ",2,6,,,,,,,,,4.0,4.421052631578948
"ANAR, KZ",0,,,,,,,,,,0.0,0.0
"KURGALDZINSKI, KZ",0,,,,,,,,,,0.0,0.0
"CHAPAEVO, KZ",9.0,9.0,2.0,2.0,0.0,0.0,3.0,4.0,5.0,9.0,4.3,5.180934579439253
"KARATYUBINSKIY, KZ",0,0,,,,,,,,,0.0,0.0
"NOVOALEKSJEVKA, KZ",18.0,20.0,3.0,0.0,0.0,4.0,3.0,8.0,14.0,13.0,8.3,10.479924242424243
"KARABUTAK, KZ",3.0,17.0,5.0,4.0,4.0,5.0,5.0,4.0,13.0,4.0,6.4,6.791371755982474
"TAMABULAK, KZ",6.0,13.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,3.6,4.201972242512783
"TORGAI, KZ",9.0,16.0,7.0,4.0,9.0,2.0,9.0,2.0,8.0,6.0,7.2,7.208011049723757
"AMANGELDY, KZ",6.0,6.0,1.0,7.0,5.0,8.0,6.0,0.0,11.0,1.0,5.1,5.1139896373057
"ARKALYK, KZ",14.0,13.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,8.0,4.6,5.697700716170373
"SENBER, KZ",6.0,9.0,1.0,4.0,0.0,1.0,3.0,4.0,6.0,7.0,4.1,4.751949498700334
"BERLIK, KZ",8.0,15.0,3.0,2.0,2.0,9.0,3.0,7.0,7.0,2.0,5.8,6.126547870733917
"KARAGANDA, KZ",10.0,19.0,10.0,15.0,8.0,18.0,14.0,24.0,24.0,19.0,16.1,16.098275390090336
"TAIPAK, KZ",8.0,5.0,3.0,4.0,3.0,7.0,8.0,1.0,6.0,7.0,5.2,5.236115066932498
"UIL, KZ",6.0,16.0,4.0,7.0,6.0,7.0,11.0,12.0,24.0,19.0,11.2,11.239589117157134
"TEMIR, KZ",15.0,22.0,7.0,8.0,11.0,14.0,9.0,13.0,23.0,20.0,14.2,14.927477336667708
"TALDYK, KZ",7.0,23.0,2.0,5.0,11.0,10.0,16.0,4.0,9.0,2.0,8.9,9.321699544764796
"NURA, KZ",4,9,,,,,,,,,6.5,6.655367231638418
"BISARY, KZ",13.0,30.0,3.0,1.0,2.0,2.0,3.0,7.0,15.0,9.0,8.5,10.375868372943327
"BRALI, KZ",0,18,,,,,,,,,9.0,14.218487394957982
"ZHARYK, KZ",21.0,33.0,5.0,1.0,4.0,19.0,16.0,20.0,21.0,12.0,15.2,16.512749615975423
"KARABAU, KZ",2.0,7.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.7,2.88525641025641
"SAGIZ, KZ",0,3,0,,0,2,0,2,1,0,0.8888888888888888,1.120652945351313
"KOZASAJ, KZ",11.0,12.0,9.0,22.0,8.0,9.0,9.0,15.0,23.0,13.0,13.1,13.104714912280702
"MUGODZARSKAJA, KZ",14.0,17.0,4.0,6.0,6.0,5.0,10.0,12.0,15.0,12.0,10.1,10.680730478589421
"IRGIZ, KZ",13.0,16.0,9.0,12.0,15.0,11.0,11.0,10.0,7.0,7.0,11.1,11.09111049570756
"TAUP, KZ",9.0,7.0,2.0,9.0,4.0,11.0,4.0,4.0,8.0,9.0,6.7,6.859279609279609
"ULYTAU, KZ",3,5,0,0,,,,,,,2.0,3.7046783625730995
"KZYLZHAR, KZ",9.0,25.0,9.0,12.0,5.0,13.0,10.0,11.0,9.0,5.0,10.8,10.787304204451772
"ATASU, KZ",13.0,24.0,6.0,1.0,1.0,3.0,7.0,13.0,14.0,10.0,9.2,11.017977528089888
"MAHAMBET, KZ",5.0,9.0,0.0,1.0,0.0,3.0,2.0,4.0,8.0,9.0,4.1,4.973909802459933
"CELKAR, KZ",9.0,21.0,6.0,9.0,2.0,7.0,5.0,13.0,13.0,3.0,8.8,8.897841726618704
"TEREN KUDUK, KZ",0,5,,,,,,,,,2.5,3.8644688644688645
"KARSAKPAJ, KZ",1.0,8.0,3.0,4.0,3.0,2.0,0.0,8.0,2.0,3.0,3.4,3.3818541548897683
"ZHEZKAZGAN, KZ",5.0,15.0,3.0,4.0,4.0,5.0,6.0,12.0,10.0,4.0,6.8,6.796952908587258
"KZYL TAU, KZ",13.0,30.0,1.0,0.0,1.0,12.0,6.0,10.0,14.0,9.0,9.6,11.474168435951876
"KARAZHAL, KZ",0,16,0,,0,1,1,4,13,6,4.555555555555555,8.164239482200648
"BEKTAUATA, KZ",1.0,28.0,2.0,3.0,1.0,4.0,4.0,7.0,21.0,13.0,8.4,10.99194847020934
"ATYRAU, KZ",5.0,7.0,4.0,4.0,1.0,2.0,3.0,9.0,3.0,8.0,4.6,4.597534246575343
"ZABURUNYE ISATAY, KZ",5,22,10,9,0,,,,,,9.2,10.875331564986737
"KULSARY, KZ",3.0,10.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.1,3.1300766827605795
"ZAMBIKE, KZ",5,4,0,,0,0,0,2,8,3,2.4444444444444446,4.104042412193506
"AK TUMSUK, KZ",2,8,2,4,0,1,0,2,1,,2.2222222222222223,2.443459915611814
"AYAK KUM, KZ",2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0700389105058365
"SAKSAULSKI, KZ",3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.6,2.720658888126287
"ARALSK, KZ",3.0,19.0,5.0,16.0,8.0,10.0,4.0,12.0,13.0,11.0,10.1,10.105811403508772
"MONSYR, KZ",1,5,1,,0,1,0,0,1,0,1.0,1.4779566130160953
"KARA KUM, KZ",3.0,18.0,1.0,5.0,1.0,8.0,6.0,7.0,7.0,3.0,5.9,6.053309900410076
"JETI KONUR, KZ",9.0,8.0,0.0,4.0,1.0,8.0,3.0,7.0,11.0,9.0,6.0,6.215570628133294
"MOINTY, KZ",10.0,21.0,3.0,9.0,6.0,9.0,9.0,14.0,18.0,10.0,10.9,10.913830954994511
"BALHASH, KZ",7.0,19.0,5.0,18.0,14.0,11.0,9.0,12.0,23.0,14.0,13.2,13.205697069296082
"DGUKARA, KZ",0,4,,,,,,,,,2.0,3.1032028469750887
"IMENI SHAVCHEMKO, KZ",2,3,0,2,1,3,0,5,1,,1.8888888888888888,2.148054573016675
"KAZALY, KZ",3.0,11.0,1.0,6.0,4.0,6.0,2.0,6.0,8.0,1.0,4.8,4.79950630828305
"BETPAK DALA STEPPE, KZ",7.0,11.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.4,2.9078341013824884
"KOKTAS, KZ",0.0,9.0,0.0,0.0,0.0,2.0,0.0,4.0,19.0,8.0,4.2,9.428441203281677
"SAM, KZ",0.0,3.0,1.0,5.0,1.0,0.0,3.0,3.0,4.0,1.0,2.1,2.099945235487404
"BEJNEU, KZ",0,0,0,,0,0,0,1,4,1,0.6666666666666666,1.4359177215189873
"BARSAKELMES ISLAND, KZ",2.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,3.0,1.5,1.691407825736184
"ZHOSALY, KZ",7.0,8.0,0.0,1.0,3.0,2.0,3.0,3.0,5.0,2.0,3.4,3.5994550408719346
"ZLIKHA, KZ",5.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,2.4,2.5391224301933106
"TYUKEN, KZ",1,4,,,,,,,,,2.5,3.320143884892086
"CIGANAK, KZ",11.0,18.0,1.0,2.0,1.0,4.0,3.0,6.0,14.0,11.0,7.1,8.413352272727273
"EKIBASTUZ, KZ",10.0,10.0,0.0,3.0,0.0,6.0,4.0,9.0,11.0,9.0,6.2,7.4025522041763345
"PAVLODAR, KZ",7.0,9.0,8.0,18.0,19.0,17.0,12.0,23.0,14.0,13.0,14.0,13.99616333241984
"LEBJAZJE, KZ",0,1,0,,0,1,0,0,1,4,0.7777777777777778,1.7440318302387268
"RODINO, RS",11.0,9.0,12.0,15.0,16.0,20.0,11.0,17.0,10.0,12.0,13.3,13.272006793093688
"KLJUCI, RS",10.0,7.0,11.0,10.0,12.0,14.0,14.0,19.0,9.0,5.0,11.1,11.072916666666666
"VOLCIHA, RS",17.0,9.0,14.0,19.0,17.0,17.0,18.0,24.0,10.0,18.0,16.3,16.289020604007902
"RUBCOVSK, RS",16.0,9.0,9.0,19.0,9.0,9.0,9.0,26.0,10.0,13.0,12.9,12.895616438356164
"KRASNO SCEKOVO, RS",14.0,18.0,9.0,15.0,9.0,10.0,11.0,6.0,13.0,13.0,11.8,11.851075877689695
"ZMEINOGORSK, RS",13.0,5.0,11.0,7.0,11.0,10.0,10.0,22.0,13.0,11.0,11.3,11.306602436950978
"SOLONESNOJE, RS",16.0,12.0,13.0,11.0,9.0,8.0,9.0,10.0,5.0,13.0,10.6,10.591801385681293
"MAJMA, RS",12.0,15.0,12.0,10.0,7.0,18.0,7.0,10.0,7.0,9.0,10.7,10.73666384419983
"CEMAL, RS",15.0,28.0,23.0,28.0,20.0,25.0,17.0,23.0,17.0,25.0,22.1,22.17591499409681
"TUROCAK, RS",21.0,17.0,21.0,25.0,23.0,13.0,6.0,16.0,13.0,15.0,17.0,17.012178245225574
"YAJLJU, RS",29.0,27.0,28.0,27.0,22.0,21.0,16.0,22.0,16.0,26.0,23.4,23.426146010186756
"TELI, RS",4.0,9.0,1.0,0.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,3.491592920353982
"CADAN, RS",7.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,2.5,2.656283566058002
"NIZHNE USINSKOE, RS",17.0,10.0,17.0,15.0,14.0,18.0,13.0,16.0,13.0,11.0,14.4,14.348301669545194
"TURAN, RS",8.0,3.0,6.0,3.0,5.0,11.0,6.0,13.0,2.0,6.0,6.3,6.32375533428165
"KYZYL, RS",14.0,14.0,9.0,6.0,9.0,8.0,3.0,6.0,5.0,6.0,8.0,8.006315211422296
"HOVU AKSY, RS",11.0,5.0,5.0,0.0,13.0,11.0,4.0,3.0,4.0,10.0,6.6,6.989964157706093
"TOORA HEM, RS",10.0,9.0,11.0,6.0,4.0,5.0,8.0,15.0,4.0,9.0,8.1,8.11833987661245
"SARYG SEP, RS",3.0,0.0,1.0,6.0,4.0,7.0,2.0,8.0,2.0,0.0,3.3,3.2893157262905164
"BAJANAUL, KZ",16.0,18.0,6.0,4.0,8.0,3.0,6.0,17.0,10.0,10.0,9.8,10.134721371708512
"SEMIJARKA, KZ",30.0,11.0,8.0,6.0,12.0,14.0,14.0,19.0,19.0,16.0,14.9,15.63013698630137
"SEMIPALATINSK, KZ",14.0,13.0,15.0,15.0,16.0,8.0,9.0,19.0,1.0,12.0,12.2,12.882593457943925
"SEMONAIHA, KZ",16.0,7.0,8.0,5.0,9.0,11.0,10.0,15.0,11.0,6.0,9.8,10.095628415300547
"LENINOGORSK, KZ",23.0,15.0,8.0,11.0,11.0,18.0,15.0,16.0,14.0,21.0,15.2,15.698278560250392
"UST KAN, RS",13.0,15.0,11.0,11.0,6.0,9.0,1.0,3.0,5.0,8.0,8.2,8.226361031518625
"ONGUDAJ, RS",17.0,15.0,15.0,13.0,14.0,9.0,9.0,19.0,10.0,10.0,13.1,13.09636563876652
"UST ULAGAN, RS",15.0,6.0,7.0,2.0,3.0,1.0,2.0,3.0,0.0,3.0,4.2,4.299906279287723
"KOSH AGACH, RS",11.0,3.0,6.0,3.0,11.0,0.0,0.0,1.0,8.0,7.0,5.0,4.9808881394041595
"MUGUR AKSY, RS",9.0,6.0,6.0,3.0,3.0,7.0,2.0,6.0,2.0,6.0,5.0,5.020958943439563
"ERZIN, RS",4.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,1.7,1.759291420632164
"KUNGUR TUK, RS",5.0,7.0,8.0,7.0,4.0,4.0,1.0,1.0,2.0,3.0,4.2,4.140789870364787
"KARKARALINSK, KZ",19.0,15.0,8.0,7.0,9.0,11.0,7.0,16.0,16.0,13.0,12.1,12.348520710059171
"KAJNAR, KZ",7.0,3.0,3.0,1.0,5.0,7.0,3.0,4.0,5.0,2.0,4.0,4.060915185077237
"ZHANGIZTOBE, KZ",1.0,16.0,4.0,2.0,2.0,4.0,5.0,12.0,15.0,8.0,6.9,8.808537090758392
"UST KAMENOGORSK, KZ",22.0,13.0,5.0,1.0,2.0,4.0,9.0,10.0,15.0,19.0,10.0,11.847990902198635
"ZYRJANOVSK, KZ",0,,,,,,,,,,0.0,0.0
"ULKEN NARYN, KZ",12.0,12.0,22.0,16.0,17.0,16.0,18.0,16.0,9.0,9.0,14.7,14.698330139611278
"KATON KARAGAJ, KZ",28.0,26.0,4.0,5.0,1.0,8.0,10.0,9.0,6.0,9.0,10.6,12.587457499055535
"KATUN, RS",8.0,17.0,8.0,5.0,8.0,2.0,2.0,11.0,6.0,7.0,7.4,7.435595169637723
"AK KEM, RS",4.0,1.0,5.0,3.0,3.0,1.0,0.0,5.0,0.0,1.0,2.3,2.277091118137396
"ARGAMJI, RS",4,2,2,,,,,,,,2.6666666666666665,2.740740740740741
"AKTOGAJ, KZ",7.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,2.0,3.1,4.184342460470497
"OGIZTAU, KZ",0.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,2.2406793703396852
"BARSHATAS, KZ",8.0,6.0,4.0,6.0,4.0,6.0,0.0,2.0,6.0,11.0,5.3,5.301871216290589
"KARAUL, KZ",12.0,8.0,4.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,4.1,4.930851063829787
"KOKPEKTY, KZ",10.0,6.0,6.0,2.0,5.0,9.0,7.0,9.0,12.0,12.0,7.8,8.058529411764706
"KURCUM, KZ",1.0,8.0,3.0,1.0,2.0,2.0,3.0,4.0,14.0,4.0,4.2,5.419076391886059
"BURAN, KZ",1,2,,,,,,,,,1.5,1.7475728155339805
"ZUZ AGAC, KZ",0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.9,1.9971857410881801
"AJAGUZ, KZ",14.0,10.0,10.0,4.0,4.0,6.0,9.0,6.0,14.0,5.0,8.2,8.258583359109187
"URZHAR, KZ",19.0,12.0,8.0,6.0,6.0,9.0,7.0,5.0,6.0,4.0,8.2,8.304132712456344
"AKSUAT, KZ",0,2,0,,0,0,1,3,8,1,1.6666666666666667,3.432720232333011
"ZAJSAN, KZ",9.0,7.0,11.0,14.0,13.0,12.0,11.0,11.0,16.0,11.0,11.5,11.499863051218844
"ALGAZY OSTROV, KZ",0,1,0,,0,2,0,3,12,7,2.7777777777777777,5.4332046332046335
"UC ARAL, KZ",6.0,8.0,10.0,5.0,6.0,4.0,2.0,3.0,13.0,5.0,6.2,6.206134291240674
"BAHTY, KZ",0,3,1,,0,0,0,2,4,4,1.5555555555555556,3.0417940876656475
"AUL, KZ",9.0,8.0,1.0,4.0,0.0,2.0,6.0,10.0,16.0,8.0,6.4,6.585358796296297
"NAYMAN SUYEK, KZ",1,10,0,,,,,,,,3.6666666666666665,5.327332242225859
"MATAI, KZ",0,5,0,,0,0,0,4,14,8,3.4444444444444446,7.044426494345719
"TALDY KURGAN, KZ",2.0,9.0,3.0,2.0,0.0,3.0,4.0,3.0,15.0,7.0,4.8,5.971114727420667
"SARKAND, KZ",1,4,0,,0,2,0,4,16,9,4.0,8.30625
"LEPSINSK, KZ",0,,,,,,,,,,0.0,0.0
"UZYNBULAK, KZ",0,3,2,,0,1,1,1,7,3,2.0,3.5467625899280577
"DRUZBA, KZ",0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.8,1.2312925170068028
"ANARKHAY, KZ",0,4,,,,0,,,,,1.3333333333333333,2.816326530612245
"AYDARLI, KZ",0,5,0,,0,2,0,4,22,15,5.333333333333333,11.485663082437275
"BAKANAS, KZ",1,6,0,,0,2,1,0,16,8,3.7777777777777777,7.514119601328904
"KURTY RIVER, KZ",0,3,,,,0,,,,,1.0,2.054054054054054
"ZHETY ZHOL, KZ",0,7,,,,,,,,,3.5,5.580071174377224
"SARYOZEK, KZ",0,6,,,,,,,,,3.0,4.172413793103448
"KOK SU, KZ",1,6,,,,,,,,,3.5,4.555555555555555
"KUGALI, KZ",1,15,,,,0,,,,,5.333333333333333,12.79816513761468
"ZHARKENT, KZ",14.0,12.0,7.0,6.0,11.0,12.0,3.0,3.0,12.0,9.0,8.9,8.903340635268346
"OTAR, KZ",3,12,2,,0,2,0,2,21,10,5.777777777777778,9.696058784235136
"ALMATY, KZ",16.0,28.0,16.0,21.0,17.0,19.0,17.0,9.0,34.0,12.0,18.9,18.902819600328495
"UZUNAGAC, KZ",0,8,,,,0,,,,,2.6666666666666665,5.052631578947368
"PRUDKY, KZ",2.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,31.0,11.0,6.0,13.904293381037567
"KAPCAGAJ, KZ",0,,,,,,,,,,0.0,0.0
"ISSYK, KZ",14,11,,,,0,,,,,8.333333333333334,12.33776091081594
"TURGEN, KZ",0,1,,,,0,,,,,0.3333333333333333,0.6820512820512821
"MALIBAY, KZ",4,1,0,,,0,,,,,1.25,2.1469594594594597
"ASSI, KZ",1,11,,,,,,,,,6.0,8.192118226600986
"PODGORNOJE, KZ",0,7,1,,0,2,1,6,14,11,4.666666666666667,8.823371989295271
"TOKMAK, KG",5.0,5.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,3.6,3.529886914378029
"RYBACJE, KG",2.0,4.0,4.0,1.0,4.0,5.0,8.0,1.0,1.0,0.0,3.0,3.585090361445783
"COLPON ATA, KG",9.0,7.0,3.0,4.0,8.0,12.0,15.0,14.0,3.0,4.0,7.9,9.21798780487805
"TAMGA IN KIRGIZ, KG",6,2,3,0,2,2,11,8,,,4.25,4.522790697674418
"BOLSAJA KZYL, KG",4.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,2.0,2.4,2.53015873015873
"NARYNKOL, KZ",0,10,,,,0,,,,,3.3333333333333335,7.094594594594595
"DOLON PASS, KG",1.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.3,1.3639398998330552
"NARYN, KG",9.0,9.0,3.0,10.0,5.0,9.0,6.0,5.0,12.0,14.0,8.2,8.206697776557782
"TIAN SHAN, KG",1.0,0.0,3.0,1.0,4.0,4.0,2.0,14.0,6.0,5.0,4.0,4.010791366906475
"DARHAN, KG",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2747784045124899
"KARAKOLKA, KG",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2265688671556642
"AK SYJRAK, KG",0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.4,0.5041186161449753
"NOVOROSSIJSK, RS",21.0,21.0,9.0,0.0,10.0,14.0,11.0,5.0,13.0,22.0,12.6,14.58268010451661
"VITYAZEVO, RS",12.0,13.0,5.0,0.0,1.0,1.0,1.0,8.0,12.0,11.0,6.4,9.611548556430446
"GELENDZHIK, RS",16.0,28.0,11.0,0.0,0.0,5.0,3.0,9.0,16.0,19.0,10.7,15.561158798283262
"DZHUBGA, RS",26.0,21.0,8.0,0.0,1.0,1.0,4.0,9.0,7.0,23.0,10.0,15.277501381978993
