NAME,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,AVERAGE,WEIGHTED_AVERAGE
"DA BA, CH",0,,,,,,,,,,0.0,0.0
"XUYONG YONGNING, CH",0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,1.1,2.0547169811320756
"JINFO SHAN MOUNT, CH",23.0,37.0,34.0,26.0,27.0,28.0,28.0,30.0,35.0,20.0,28.8,28.832098061573546
"YOUYANG, CH",27.0,43.0,35.0,50.0,41.0,37.0,33.0,42.0,31.0,39.0,37.8,37.79572836801753
"QIAN ZHOU ZHEN, CH",17.0,15.0,6.0,10.0,15.0,17.0,14.0,12.0,6.0,9.0,12.1,12.397381594147094
"YUANLING, CH",48.0,44.0,33.0,55.0,38.0,42.0,31.0,45.0,32.0,28.0,39.6,39.599781001916234
"CHANGDE, CH",34.0,37.0,32.0,44.0,35.0,36.0,21.0,39.0,18.0,33.0,32.9,32.89679715302491
"MEI CHENG ZHEN, CH",16.0,27.0,12.0,17.0,23.0,24.0,26.0,21.0,13.0,8.0,18.7,19.08107088989442
"YUAN JIANG, CH",0,,,,,,,,,,0.0,0.0
"CHANGSHA DATUOPU, CH",36,33,42,39,35,38,31,,,,36.285714285714285,36.28509972624169
"PINGJIANG, CH",28.0,37.0,20.0,19.0,21.0,23.0,23.0,20.0,21.0,10.0,22.2,22.940671350507415
"BIJIE, CH",37.0,44.0,42.0,61.0,48.0,40.0,33.0,44.0,29.0,28.0,40.6,40.59786476868327
"DA FANG, CH",0,0,1,,,,,,,,0.3333333333333333,0.42857142857142855
"ZUNYI, CH",26.0,31.0,27.0,32.0,30.0,37.0,21.0,25.0,26.0,24.0,27.9,27.903402854006586
"SINAN, CH",36.0,28.0,33.0,36.0,32.0,32.0,29.0,22.0,28.0,22.0,29.8,29.79497098646035
"ZHIJIANG, CH",45.0,38.0,54.0,50.0,46.0,37.0,32.0,43.0,41.0,35.0,42.1,42.10156036134684
"XU BU, CH",0,,,,,,,,,,0.0,0.0
"SHAOYANG, CH",52.0,41.0,45.0,51.0,40.0,38.0,33.0,37.0,44.0,21.0,40.2,40.205093099671416
"SHUANG FENG, CH",24.0,26.0,11.0,14.0,17.0,19.0,17.0,10.0,11.0,8.0,15.7,16.261996904024766
"NANYUE, CH",30.0,35.0,35.0,29.0,33.0,40.0,31.0,25.0,27.0,16.0,30.1,30.09991787571859
"YI CHUN, CH",0,,,,,,,,,,0.0,0.0
"ZHI JIN, CH",4.0,1.0,2.0,1.0,0.0,2.0,3.0,7.0,2.0,0.0,2.2,3.359126984126984
"ANSHUN, CH",2.0,3.0,2.0,1.0,5.0,0.0,3.0,5.0,5.0,1.0,2.7,3.25974025974026
"YANG CHANG, CH",0,,,,,,,,,,0.0,0.0
"LONGDONGBAO, CH",35.0,25.0,50.0,48.0,37.0,34.0,24.0,41.0,30.0,28.0,35.2,35.19901450862305
"MA JIANG, CH",2.0,0.0,1.0,1.0,3.0,2.0,7.0,9.0,2.0,0.0,2.7,4.654784240150094
"SANSUI, CH",37.0,34.0,49.0,35.0,34.0,37.0,29.0,37.0,30.0,22.0,34.4,34.395508079978086
"TONGDAO, CH",46.0,45.0,50.0,53.0,36.0,42.0,34.0,42.0,39.0,24.0,41.1,41.104052573932094
"WUGANG, CH",48.0,44.0,47.0,54.0,35.0,42.0,35.0,43.0,39.0,30.0,41.7,41.699151382425406
"LINGLING, CH",43.0,50.0,51.0,54.0,47.0,43.0,37.0,41.0,44.0,21.0,43.1,43.10128661374213
"HENGYANG, CH",13.0,24.0,12.0,13.0,10.0,14.0,16.0,7.0,12.0,7.0,12.8,13.240496508921645
"CHALING, CH",34.0,32.0,21.0,25.0,35.0,32.0,39.0,29.0,18.0,14.0,27.9,28.711058263971463
"XINGREN, CH",51.0,63.0,63.0,70.0,49.0,63.0,51.0,45.0,47.0,40.0,54.2,54.19808219178082
"ZHEN FENG, CH",3.0,1.0,1.0,1.0,2.0,2.0,4.0,11.0,4.0,0.0,2.9,4.747663551401869
"LUODIAN, CH",68.0,45.0,48.0,50.0,38.0,66.0,41.0,45.0,49.0,34.0,48.4,48.43758687795385
"DUSHAN, CH",41.0,30.0,18.0,42.0,32.0,42.0,25.0,34.0,33.0,14.0,31.1,32.34525240384615
"RONGJIANG, CH",51.0,25.0,48.0,45.0,36.0,41.0,32.0,50.0,38.0,27.0,39.3,39.30656732891832
"RONG SHUI, CH",35.0,24.0,32.0,32.0,21.0,26.0,34.0,39.0,15.0,20.0,27.8,28.063673469387755
"LIANGJIANG, CH",55.0,44.0,57.0,69.0,50.0,50.0,45.0,46.0,52.0,34.0,50.2,50.20290251916758
"DAOXIAN, CH",30.0,38.0,38.0,19.0,22.0,39.0,31.0,24.0,21.0,13.0,27.5,28.233544068426923
"CHENZHOU, CH",42.0,46.0,49.0,61.0,41.0,43.0,38.0,34.0,33.0,21.0,40.8,40.79824801532987
"GANZHOU, CH",44.0,42.0,40.0,62.0,40.0,49.0,47.0,45.0,46.0,21.0,43.6,43.5947426067908
"XIN FENG, CH",22.0,18.0,22.0,26.0,16.0,34.0,40.0,28.0,15.0,12.0,23.3,23.99750104123282
"SHANGQIU, CH",3.0,7.0,6.0,2.0,7.0,10.0,6.0,4.0,6.0,2.0,5.3,5.455956375838926
"TANG SHAN, CH",3.0,7.0,6.0,5.0,5.0,14.0,7.0,5.0,4.0,3.0,5.9,5.99767261442979
"XUZHOU, CH",7.0,11.0,13.0,11.0,13.0,22.0,13.0,6.0,10.0,9.0,11.5,11.498768135778812
"GANYU, CH",17.0,12.0,19.0,16.0,19.0,28.0,18.0,10.0,19.0,9.0,16.7,16.701341363263072
"BOXIAN, CH",14.0,15.0,19.0,10.0,23.0,27.0,9.0,14.0,17.0,10.0,15.8,15.801806734191075
"HONGZE HU LAKE, CH",19.0,15.0,6.0,3.0,17.0,10.0,18.0,14.0,7.0,9.0,11.8,12.274322777565814
"QINGJIANG, CH",22.0,21.0,17.0,15.0,23.0,20.0,29.0,22.0,23.0,12.0,20.4,20.40186148371202
"SHEYANG, CH",20.0,22.0,16.0,19.0,18.0,16.0,28.0,24.0,19.0,13.0,19.5,19.499589378592937
"TSAOCHUANG, CH",0,0,,,,,,,,,0.0,0.0
"FUYANG, CH",14.0,9.0,19.0,14.0,26.0,24.0,10.0,20.0,18.0,12.0,16.6,16.60224473035861
"GUSHI, CH",16.0,24.0,28.0,25.0,23.0,24.0,18.0,23.0,12.0,16.0,20.9,20.89485213581599
"YING SHANG, CH",0,0,,,,,,,,,0.0,0.0
"SHOUXIAN SHOUYANG, CH",11.0,8.0,13.0,10.0,9.0,12.0,9.0,11.0,6.0,4.0,9.3,9.399151561897416
"BENGBU, CH",17.0,12.0,19.0,11.0,15.0,15.0,11.0,19.0,17.0,14.0,15.0,15.001094990418833
"JIA SHAN, CH",0,1,,,0,,,,,,0.3333333333333333,0.56
"LUKOU, CH",11.0,17.0,20.0,18.0,21.0,20.0,19.0,29.0,17.0,16.0,18.8,18.797974267725156
"GAOYOU, CH",11.0,15.0,8.0,6.0,9.0,11.0,16.0,17.0,14.0,9.0,11.6,11.927029039463887
"DONGTAI, CH",17.0,19.0,21.0,26.0,23.0,29.0,21.0,33.0,17.0,16.0,22.2,22.1973720229948
"AN FENG, CH",0,0,,,,,,,,,0.0,0.0
"NANTONG JINSHA, CH",10.0,17.0,6.0,4.0,13.0,7.0,12.0,17.0,7.0,15.0,10.8,11.15243445692884
"LUSI, CH",21.0,28.0,18.0,24.0,19.0,26.0,24.0,39.0,18.0,24.0,24.1,24.09608540925267
"HUOSHAN, CH",29.0,33.0,25.0,27.0,29.0,35.0,25.0,38.0,15.0,18.0,27.4,27.39748152203668
"LUOGANG, CH",17.0,16.0,19.0,21.0,16.0,18.0,15.0,24.0,12.0,17.0,17.5,17.497946892964688
"SHAN HE, CH",0,0,,0,,,,,,,0.0,0.0
"KONG CHENG, CH",0,0,,,,,,,,,0.0,0.0
"WU HU, CH",16,22,18,24,18,19,,,,,19.5,19.49771897810219
"CHANGZHOU, CH",11.0,15.0,6.0,1.0,10.0,13.0,7.0,18.0,11.0,11.0,10.3,10.646487294469358
"LIYANG, CH",18.0,29.0,16.0,14.0,26.0,32.0,24.0,34.0,19.0,14.0,22.6,22.59775465498357
"SUZHOU, CH",11.0,13.0,6.0,7.0,12.0,23.0,14.0,18.0,12.0,12.0,12.8,13.055317491234904
"HONGQIAO INTERNATIONAL, CH",13.0,18.0,15.0,21.0,16.0,23.0,18.0,28.0,20.0,17.0,18.9,18.917311946902654
"YINGSHAN, CH",17.0,34.0,16.0,19.0,17.0,21.0,25.0,17.0,11.0,14.0,19.1,19.59483770043019
"QIZHOU, CH",16.0,19.0,10.0,17.0,16.0,16.0,16.0,19.0,15.0,11.0,15.5,15.834792993630574
"ANQING, CH",26.0,24.0,24.0,39.0,26.0,27.0,15.0,37.0,22.0,24.0,26.4,26.398576512455517
"HUANG SHAN, CH",33.0,35.0,24.0,41.0,36.0,38.0,25.0,33.0,18.0,24.0,30.7,30.698986579019447
"JING DE, CH",0,0,,,,,,,,,0.0,0.0
"TIANMU SHAN MTNS, CH",29.0,39.0,22.0,39.0,38.0,44.0,33.0,39.0,16.0,30.0,32.9,32.89430449069003
"HE QIAO, CH",0,0,,,,,,,,,0.0,0.0
"XIAOSHAN, CH",17.0,29.0,22.0,28.0,25.0,26.0,23.0,36.0,26.0,30.0,26.2,26.161370544349268
"SHAO XING, CH",1,0,,,,,,,,,0.5,0.7142857142857143
"MIN HANG, CH",0,,,,,,,,,,0.0,0.0
"ZHA PU, CH",10.0,7.0,6.0,8.0,5.0,11.0,12.0,8.0,9.0,9.0,8.5,8.593251761216166
"YU YAO, CH",0,,,,,,,,,,0.0,0.0
"SHENGSI, CH",16.0,10.0,14.0,14.0,8.0,15.0,13.0,23.0,11.0,14.0,13.8,13.798248015329866
"SHENG SHANG, CH",10.0,7.0,9.0,8.0,9.0,8.0,11.0,16.0,5.0,10.0,9.3,9.287535410764873
"DINGHAI, CH",26.0,20.0,21.0,29.0,15.0,19.0,23.0,26.0,14.0,17.0,21.0,20.997810019162333
"ZHI ZHI ISLAND, CH",1,0,,,,,,,,,0.5,0.5
"LU SHAN, CH",23.0,38.0,33.0,33.0,34.0,41.0,28.0,41.0,21.0,34.0,32.6,32.594579797426775
"GU XIAN DU, CH",24.0,21.0,14.0,13.0,13.0,17.0,25.0,22.0,11.0,15.0,17.5,17.95323028141102
"JINGDEZHEN, CH",44.0,34.0,33.0,47.0,36.0,47.0,39.0,47.0,22.0,36.0,38.5,38.49630440733644
"KOMATSUSHIMA AB, CH",0,0,,,,,,,,,0.0,0.0
"TUNXI, CH",28.0,31.0,18.0,16.0,25.0,25.0,22.0,20.0,12.0,12.0,20.9,21.353010164190774
"JINHUA, CH",19.0,23.0,8.0,16.0,18.0,19.0,26.0,27.0,15.0,14.0,18.5,19.015660809778456
"SHENGXIAN, CH",27.0,32.0,30.0,32.0,27.0,27.0,38.0,42.0,22.0,17.0,29.4,29.396660279222555
"NINGBO, CH",13.0,19.0,6.0,5.0,9.0,9.0,22.0,16.0,10.0,8.0,11.7,12.31952887537994
"SHIPU, CH",24.0,23.0,17.0,24.0,17.0,10.0,19.0,21.0,21.0,12.0,18.8,18.801532986586366
"CHANGBEI INTERNATIONAL, CH",47.0,44.0,31.0,51.0,44.0,43.0,37.0,40.0,33.0,31.0,40.1,40.101012866137424
"QINGJIANG ZHANGSHUZ, CH",22.0,23.0,19.0,16.0,16.0,20.0,24.0,19.0,13.0,13.0,18.5,18.861823924200554
"SHANGRAO, CH",29.0,27.0,12.0,23.0,25.0,31.0,23.0,25.0,17.0,22.0,23.4,23.885499207606973
"QU XIAN, CH",42.0,37.0,27.0,46.0,39.0,41.0,34.0,47.0,22.0,30.0,36.5,36.49822064056939
"YUSHAN, CH",26.0,29.0,15.0,23.0,21.0,25.0,34.0,26.0,17.0,19.0,23.5,23.92572741194487
"LISHUI, CH",46.0,44.0,33.0,49.0,36.0,40.0,44.0,41.0,33.0,36.0,40.2,40.198467013413634
"LONGQUAN, CH",25.0,37.0,13.0,19.0,15.0,21.0,28.0,17.0,9.0,15.0,19.9,20.937246963562753
"KUOCANG SHAN, CH",49.0,36.0,30.0,46.0,39.0,31.0,42.0,43.0,31.0,25.0,37.2,37.2077850877193
"JIN YUN, CH",0,1,0,,,,,,,,0.3333333333333333,0.25
"WENZHOU, CH",49.0,51.0,29.0,50.0,30.0,33.0,44.0,39.0,21.0,28.0,37.4,37.39666027922256
"HONGJIA, CH",21.0,16.0,9.0,13.0,9.0,5.0,15.0,18.0,12.0,13.0,13.1,13.588347296268088
"DACHEN DAO, CH",24.0,22.0,15.0,24.0,16.0,11.0,14.0,23.0,16.0,16.0,18.1,18.10158817086528
"YU HUAN, CH",20.0,14.0,6.0,14.0,5.0,6.0,5.0,6.0,7.0,9.0,9.2,9.548923309406876
"NANCHENG, CH",51.0,49.0,33.0,54.0,42.0,40.0,50.0,49.0,36.0,36.0,44.0,43.999178757185874
"SHAOWU, CH",65.0,56.0,45.0,56.0,49.0,50.0,59.0,55.0,48.0,32.0,51.5,51.502053107035316
"QIXIAN SHAN, CH",69.0,62.0,43.0,69.0,55.0,59.0,57.0,61.0,49.0,43.0,56.7,56.69068493150685
"PUCHENG, CH",56.0,50.0,37.0,63.0,45.0,50.0,50.0,53.0,37.0,40.0,48.1,48.09419496166484
"JIAN YANG, CH",0,0,1,,,,,,,,0.3333333333333333,0.26666666666666666
"XIONG MOUNTAIN, CH",0,,,,,,,,,,0.0,0.0
"JIAN OU, CH",35.0,34.0,18.0,7.0,19.0,26.0,37.0,24.0,19.0,21.0,24.0,25.071236041586445
"LI MEN, CH",0,,0,,,,,,,,0.0,0.0
"FU AN, CH",0,0,,,,,,,,,0.0,0.0
"RUI AN, CH",0,0,,,,,,,,,0.0,0.0
"FUDING, CH",46.0,39.0,30.0,55.0,33.0,41.0,35.0,39.0,38.0,40.0,39.6,39.599507254311526
"DONG GUA ISLAND, CH",8,12,12,0,,,,,,,8.0,10.801261829652997
"GUANGCHANG, CH",46.0,50.0,45.0,49.0,47.0,48.0,48.0,48.0,44.0,30.0,45.5,45.49917853231106
"NING HUA, CH",0,0,,,,,,,,,0.0,0.0
"SANMING, CH",34.0,24.0,15.0,19.0,18.0,27.0,41.0,20.0,23.0,18.0,23.9,24.583817266744095
"JIANG LE, CH",0,0,,,,,,,,,0.0,0.0
"SHA XIAN, CH",0,1,,,,,,,,,0.5,0.8
"XIA YANG, CH",0,0,0,,,,,,,,0.0,0.0
"NANPING, CH",57.0,42.0,35.0,47.0,31.0,45.0,50.0,42.0,38.0,28.0,41.5,41.50041062140706
"LUOYUAN, CH",27.0,26.0,15.0,14.0,14.0,16.0,17.0,16.0,21.0,15.0,18.1,18.666276803118908
"FUZHOU, CH",39.0,41.0,29.0,51.0,36.0,33.0,27.0,35.0,39.0,35.0,36.5,36.49917808219178
"MAZU, CH",5.0,9.0,9.0,15.0,5.0,6.0,10.0,8.0,8.0,8.0,8.3,8.300165380374862
"TAISHAN, CH",18.0,18.0,17.0,27.0,10.0,12.0,18.0,18.0,18.0,15.0,17.1,17.104526748971193
"XI YANG ISLAND, CH",0,0,0,,,,,,,,0.0,0.0
"CHANGTING, CH",59.0,57.0,56.0,72.0,49.0,67.0,58.0,62.0,59.0,42.0,58.1,58.09800164248563
"SHANGHANG, CH",32.0,29.0,24.0,31.0,19.0,21.0,27.0,34.0,27.0,22.0,26.6,26.917406406792743
"YONG AN, CH",67.0,56.0,48.0,46.0,49.0,60.0,49.0,56.0,44.0,35.0,51.0,51.00191623323296
"LONGYAN, CH",51.0,43.0,36.0,53.0,33.0,42.0,47.0,43.0,39.0,36.0,42.3,42.29893238434164
"ZHANG PING, CH",0,2,,,,,,,,,1.0,1.0
"JIUXIAN SHAN, CH",67.0,54.0,49.0,63.0,48.0,69.0,63.0,65.0,60.0,48.0,58.6,58.602026841961106
"NAME UNKNOWN ONC, CH",0,0,,,,,,,,,0.0,0.0
"PINGTAN, CH",23.0,16.0,16.0,29.0,22.0,9.0,14.0,20.0,20.0,17.0,18.6,18.682031465636214
"DAI TOU, CH",0,,,,,,,,,,0.0,0.0
"TAOYUAN, CH",34.0,22.0,18.0,31.0,42.0,31.0,30.0,30.0,16.0,2.0,25.6,27.78832565284178
"TAIBEI, CH",20.0,19.0,16.0,29.0,28.0,27.0,29.0,29.0,31.0,20.0,24.8,24.803404722679847
"589690, CH",2.0,5.0,1.0,13.0,27.0,30.0,25.0,33.0,26.0,11.0,17.3,22.47150471504715
"PENGJIA YU, CH",11.0,10.0,8.0,22.0,22.0,7.0,9.0,13.0,18.0,4.0,12.4,12.467279309384573
"GUANGNAN, CH",59.0,69.0,69.0,62.0,47.0,66.0,55.0,50.0,54.0,33.0,56.4,56.39923329682366
"TIAN E LIUPAI, CH",18.0,17.0,20.0,16.0,16.0,27.0,26.0,18.0,14.0,9.0,18.1,18.51535549011359
"HECHI, CH",48.0,39.0,49.0,58.0,40.0,42.0,33.0,47.0,29.0,34.0,41.9,41.89761839583904
"LIUZHOU, CH",46.0,44.0,44.0,55.0,32.0,43.0,34.0,35.0,34.0,24.0,39.1,39.09967141292442
"MENGSHAN, CH",68.0,55.0,60.0,79.0,59.0,76.0,58.0,67.0,52.0,45.0,61.9,61.89816589104845
"HEXIAN BABU, CH",24.0,26.0,22.0,40.0,25.0,33.0,36.0,24.0,20.0,19.0,26.9,27.278507842306063
"LIANZHOU, CH",53.0,46.0,61.0,57.0,42.0,53.0,49.0,45.0,38.0,36.0,48.0,48.00027382256298
"XIA SHUI XU, CH",0,,,,,,,,,,0.0,0.0
"SHAOGUAN, CH",48.0,50.0,49.0,57.0,50.0,52.0,40.0,54.0,42.0,26.0,46.8,46.79791894852136
"FOGANG, CH",68.0,55.0,55.0,80.0,50.0,61.0,54.0,54.0,55.0,44.0,57.6,57.60005474952094
"CHENG LONG, CH",1,0,0,,,,,,,,0.3333333333333333,0.3
"LIANPING, CH",51.0,54.0,47.0,62.0,42.0,41.0,48.0,57.0,50.0,23.0,47.5,47.50684556407448
"XUNWU, CH",55.0,56.0,51.0,63.0,49.0,42.0,62.0,61.0,39.0,34.0,51.2,51.20060290490545
"MEI XIAN, CH",53.0,49.0,46.0,69.0,44.0,57.0,48.0,64.0,47.0,51.0,52.8,52.7960580344922
"ZHANGZHOU, CH",22.0,22.0,22.0,16.0,17.0,22.0,18.0,22.0,19.0,13.0,19.3,19.576031434184674
"JIN JIANG, CH",8.0,11.0,5.0,9.0,11.0,11.0,12.0,11.0,7.0,6.0,9.1,9.226452119309263
"GAOQI, CH",26.0,19.0,26.0,37.0,26.0,30.0,24.0,28.0,22.0,19.0,25.7,25.699151382425402
"TAIZHONG, CH",20.0,24.0,23.0,31.0,28.0,28.0,22.0,20.0,14.0,10.0,22.0,22.04176971695521
"NAPO, CH",36.0,62.0,51.0,49.0,36.0,55.0,49.0,46.0,34.0,33.0,45.1,45.09197919518204
"BAISE, CH",49.0,56.0,57.0,57.0,46.0,70.0,57.0,55.0,41.0,45.0,53.3,53.293457432247465
"XINJING, CH",22.0,24.0,28.0,18.0,16.0,34.0,28.0,30.0,13.0,10.0,22.3,22.856966707768187
"PINGMA, CH",12,27,30,20,20,42,22,28,,,25.125,25.65150740929995
"DA WAN, CH",20.0,28.0,20.0,37.0,17.0,25.0,22.0,24.0,13.0,13.0,21.9,22.0
"GUIPING, CH",64.0,69.0,63.0,76.0,53.0,57.0,59.0,68.0,57.0,43.0,60.9,60.89567360350493
"LIU CHEN, CH",0,,,,,,,,,,0.0,0.0
"WUZHOU, CH",65.0,59.0,64.0,77.0,50.0,64.0,52.0,67.0,60.0,40.0,59.8,59.798795510539286
"HUAIJI, CH",38.0,25.0,33.0,36.0,26.0,40.0,36.0,33.0,24.0,23.0,31.4,31.679901760130985
"GAOYAO, CH",60.0,47.0,48.0,61.0,39.0,47.0,34.0,58.0,47.0,43.0,48.4,48.400218998083766
"BAIYUN INTERNATIONAL, CH",59.0,56.0,50.0,70.0,42.0,49.0,45.0,62.0,67.0,30.0,53.0,53.410549818587775
"HEYUAN, CH",54.0,57.0,51.0,84.0,56.0,52.0,44.0,59.0,45.0,34.0,53.6,53.60104052573932
"HUI YANG, CH",31.0,31.0,25.0,44.0,17.0,32.0,27.0,36.0,31.0,26.0,30.0,30.431049436253254
"SONG LIN BA, CH",17.0,19.0,26.0,35.0,12.0,23.0,28.0,30.0,28.0,23.0,24.1,24.455495194316757
"SHANTOU, CH",30.0,25.0,27.0,54.0,23.0,32.0,22.0,31.0,18.0,24.0,28.6,28.59501642935378
"HUILAI, CH",15.0,13.0,27.0,31.0,15.0,29.0,19.0,27.0,25.0,11.0,21.2,21.427615062761507
"MAGONG, CH",2.0,8.0,8.0,16.0,6.0,10.0,7.0,15.0,14.0,4.0,9.0,9.292638036809816
"TAINAN, CH",11.0,17.0,21.0,25.0,17.0,13.0,9.0,9.0,10.0,7.0,13.9,13.922527472527472
"HUA LIAN CITY, TW",0,,,,,,,,,,0.0,0.0
"HUALIAN, CH",16.0,5.0,3.0,16.0,17.0,21.0,6.0,12.0,7.0,1.0,10.4,11.350833071361206
"LONGZHOU, CH",60.0,71.0,72.0,71.0,59.0,75.0,61.0,69.0,45.0,53.0,63.6,63.5933734939759
"NING MING, CH",0,,,,,,,,,,0.0,0.0
"WUXU, CH",53.0,60.0,58.0,52.0,54.0,50.0,59.0,46.0,45.0,37.0,51.4,51.39939775526964
"BOBAI, CH",23.0,39.0,41.0,30.0,22.0,42.0,52.0,48.0,26.0,25.0,34.8,35.65773195876289
"CEN XI, CH",33.0,35.0,23.0,41.0,23.0,31.0,25.0,34.0,20.0,19.0,28.4,28.6081307627829
"XINYI, CH",74.0,79.0,84.0,88.0,71.0,72.0,68.0,73.0,75.0,62.0,74.6,74.5989597591021
"LUODING, CH",35.0,28.0,33.0,38.0,24.0,39.0,37.0,42.0,36.0,23.0,33.5,33.73604465709729
"BAOAN INTERNATIONAL, CH",49.0,38.0,42.0,56.0,36.0,38.0,42.0,50.0,39.0,35.0,42.5,42.49904188338352
"SHANWEI, CH",40.0,32.0,52.0,60.0,35.0,48.0,39.0,41.0,36.0,30.0,41.3,41.29646865589926
"HENGCHUN, CH",7.0,12.0,6.0,19.0,6.0,10.0,7.0,8.0,10.0,13.0,9.8,9.789444749862561
"TAIDONG, CH",4.0,8.0,4.0,9.0,2.0,7.0,2.0,3.0,8.0,8.0,5.5,5.492717779609783
"LAN YU, CH",0.0,0.0,6.0,9.0,2.0,7.0,2.0,5.0,5.0,8.0,4.4,4.3822798785536845
"ORCHID ISL., TW",0,0,,,,,,,,,0.0,0.0
"DONG XING, CH",41.0,49.0,46.0,48.0,34.0,62.0,67.0,76.0,49.0,37.0,50.9,52.24968152866242
"QINZHOU, CH",78.0,86.0,85.0,86.0,70.0,76.0,83.0,86.0,81.0,56.0,78.7,78.69633077765607
"BEIHAI, CH",57.0,49.0,68.0,75.0,55.0,57.0,57.0,71.0,52.0,44.0,58.5,58.497809419496164
"WEI ZHOU ISLAND, CH",28.0,25.0,50.0,62.0,38.0,48.0,48.0,46.0,46.0,38.0,42.9,43.88001243394467
"ZHANJIANG, CH",59.0,59.0,68.0,66.0,55.0,57.0,57.0,60.0,53.0,46.0,58.0,57.99808376676704
"YANGJIANG, CH",63.0,77.0,77.0,93.0,63.0,72.0,69.0,80.0,64.0,53.0,71.1,71.09362168081029
"TIAN CHENG, CH",33.0,37.0,31.0,28.0,30.0,29.0,24.0,34.0,24.0,28.0,29.8,29.865828092243188
"SHANGCHUAN DAO, CH",42.0,50.0,51.0,68.0,48.0,44.0,46.0,47.0,46.0,31.0,47.3,47.30739726027397
"BEI JIAN ISLAND, CH",0,0,,,,1,,,,,0.3333333333333333,0.25
"DAO BACH LONG ISLAN, CH",0,,,,,,,,,,0.0,0.0
"XUWEN, CH",21.0,46.0,25.0,29.0,36.0,29.0,40.0,37.0,27.0,34.0,32.4,32.77569296375267
"CHIN HO CHIN NANG, CH",0,,,,,,,,,,0.0,0.0
"HAIKOU, CH",68.0,91.0,88.0,81.0,69.0,62.0,69.0,79.0,67.0,49.0,72.3,72.29646865589926
"DONGSHA DAO, CH",3.0,3.0,4.0,13.0,6.0,5.0,4.0,16.0,15.0,3.0,7.2,7.3531323877068555
"DONGFANG, CH",70.0,64.0,76.0,68.0,69.0,60.0,52.0,65.0,49.0,50.0,62.3,62.295149355987945
"DANXIAN, CH",89.0,100.0,105.0,92.0,85.0,76.0,86.0,94.0,84.0,66.0,87.7,87.69315068493151
"XIN SHI, CH",36.0,56.0,45.0,38.0,35.0,41.0,55.0,60.0,39.0,28.0,43.3,44.17731092436975
"QIONGHAI, CH",63.0,69.0,90.0,50.0,63.0,49.0,60.0,55.0,52.0,42.0,59.3,59.299014238773275
"BAO TING, CH",0,,,,,,,,,,0.0,0.0
"SANYA, CH",37.0,64.0,66.0,47.0,56.0,31.0,43.0,50.0,38.0,30.0,46.2,46.16923076923077
"LING SHUI, CH",26.0,34.0,34.0,25.0,35.0,22.0,40.0,46.0,33.0,23.0,31.8,32.217724755006394
"DA ZHOU ISLAND, CH",0,,,,,,,,,,0.0,0.0
"XISHA DAO, CH",22.0,31.0,11.0,23.0,34.0,22.0,19.0,19.0,25.0,18.0,22.4,22.403777716944976
"SANHU DAO, CH",16.0,27.0,24.0,20.0,36.0,23.0,20.0,20.0,39.0,22.0,24.7,24.71707451196041
"NANSHA DAO, CH",1.0,3.0,0.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,1.5,2.3
"HIERRO, SP",0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.9,0.9033519553072625
"LA PALMA, SP",2.0,3.0,1.0,3.0,1.0,0.0,1.0,4.0,2.0,2.0,1.9,1.8993693446668494
"IZANA, SP",0,1,0,1,1,0,,0,2,1,0.6666666666666666,0.7291381668946648
"TENERIFE NORTE, SP",0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,1.8,1.7983009043573581
"STA. CRUZ DE TENERIFE, SP",0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.40432705816240516
"TENEIFE SUR, CP",2,3,1,8,0,,,,,,2.8,3.396804260985353
"TENERIFE SUR, SP",0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.099168463196797
"GRAN CANARIA, SP",4.0,3.0,5.0,9.0,6.0,4.0,3.0,8.0,5.0,5.0,5.2,5.199835751437175
"HASSAN I, EH",0,0,0,0,,,,,0,,0.0,0.0
"FUERTEVENTURA, SP",2.0,1.0,0.0,2.0,5.0,3.0,1.0,5.0,3.0,1.0,2.3,2.3014524527267746
"LANZAROTE, SP",2.0,1.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,1.0,2.5,2.500958641468091
"SIDI IFNI, MO",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7,0.7188200149365198
"VILLA CISNEROS MIL, WI",0,0,0,0,0,,,,1,1,0.2857142857142857,0.4649390243902439
"IBN BATOUTA, MO",16.0,18.0,17.0,17.0,22.0,19.0,15.0,23.0,14.0,28.0,18.9,18.899095146695913
"LARACHE, MO",1.0,5.0,2.0,4.0,2.0,5.0,3.0,10.0,5.0,6.0,4.3,4.4887448840382
"CHERIF EL IDRISSI, MO",7.0,6.0,8.0,9.0,7.0,17.0,13.0,12.0,12.0,21.0,11.2,11.291569086651053
"ANGADS, MO",3.0,12.0,9.0,9.0,6.0,11.0,11.0,11.0,8.0,11.0,9.1,9.079776847977685
"KENITRA RMAF, MO",0,0,,,,,,,,,0.0,0.0
